record_id,question_id,llm_decision,llm_reason_codes,llm_confidence,llm_model,llm_reasoning_effort,decision_authority,status
REC-PUBMED-22830344,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22834998,A1,retain,exposure|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22835715,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22839442,B2,deprioritize,exposure|outcome|population|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22840059,B2,deprioritize,exposure|outcome|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22845814,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22847619,A1,deprioritize,off_topic|human_signal|design_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2285600,B2,deprioritize,off_topic|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22857956,A2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22858389,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22859395,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22863286,B2,deprioritize,exposure|human_signal|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22869509,B2,retain,human_signal|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22869839,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22870435,B2,deprioritize,off_topic|human_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22874110,B2,deprioritize,population|exposure|off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22876375,B2,retain,population|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22879438,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22879791,B2,deprioritize,human_signal|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2288050,B3,uncertain,exposure|outcome|human_signal|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22892446,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22893509,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22895926,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22897223,A1,retain,exposure|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22907842,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22912386,A1,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2291248,B1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22913166,B2,deprioritize,exposure|off_topic|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22915978,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22918481,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22921424,B2,deprioritize,exposure|outcome|off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22923275,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22923355,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22926743,A1,retain,exposure|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22928486,B1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22932307,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22933541,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22933864,B2,deprioritize,off_topic|insufficient_abstract|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22936704,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22939430,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2293981,A1,deprioritize,animal_term_present|population|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22939886,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22941020,A1,retain,outcome|human_signal|exposure,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22946769,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22952215,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22952653,A1,retain,population|exposure|outcome|human_signal|animal_term_present|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22955200,A1,retain,exposure|outcome|population|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22955724,A1,retain,exposure|outcome|population|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22956305,B2,retain,exposure|outcome|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22958146,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22958943,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22959542,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22959543,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22959552,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22961244,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22961946,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22962426,B2,deprioritize,population|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22966889,A1,retain,human_signal|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22967041,B1,deprioritize,off_topic|human_signal|design_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22969249,B2,deprioritize,animal_term_present|off_topic|exposure,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22970706,A1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22972051,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22973107,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-229736,B2,retain,exposure|outcome|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22983187,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22989152,B2,uncertain,population|outcome|human_signal|design_signal|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22989603,A1,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22993014,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22997573,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-22999414,A1,deprioritize,animal_term_present|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23001018,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23001465,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23009824,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23010709,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23013706,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23015268,B2,deprioritize,outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23018470,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23018567,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23018795,A1,deprioritize,animal_term_present|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23023509,A1,deprioritize,human_signal|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23023628,B2,deprioritize,animal_term_present|off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23024860,A1,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23026665,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23027790,A1,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23030284,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23031461,A1,deprioritize,animal_term_present|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23033347,A1,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23036234,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23036279,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23038681,B2,deprioritize,exposure|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23038688,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23039877,A1,deprioritize,exposure|outcome|design_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23041981,A1,retain,exposure|design_signal|population|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23045735,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23045839,A1,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23047421,A1,retain,exposure|human_signal|design_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23047901,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23049730,A1,retain,exposure|outcome|design_signal|human_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23054464,A1,retain,exposure|outcome|design_signal|population|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23058158,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2305877,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23061706,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23064199,B2,deprioritize,exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23064567,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23065946,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23067175,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23067869,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23069645,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23069843,B2,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23070825,A1,retain,human_signal|outcome|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23071159,A1,retain,exposure|human_signal|design_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23074569,A1,retain,exposure|outcome|human_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23074704,B2,deprioritize,off_topic|design_signal|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23075316,A1,retain,human_signal|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23076894,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23078147,B3,deprioritize,exposure|design_signal|off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23080362,A1,retain,exposure|outcome|design_signal|population|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23086091,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23086101,A1,retain,exposure|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23087723,B2,deprioritize,exposure|outcome|human_signal|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23089119,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23091930,B2,deprioritize,exposure|off_topic|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23092042,A2,uncertain,exposure|outcome|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23092064,A1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23093044,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23093266,A1,deprioritize,off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23094916,B2,deprioritize,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23095463,A1,retain,exposure|outcome|population|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23096369,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23098395,A1,retain,exposure|population|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23102732,B2,deprioritize,exposure|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23105640,B3,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23105666,B3,retain,population|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23105735,B2,deprioritize,outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23105897,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23106065,B1,deprioritize,exposure|outcome|population|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23106065,B2,deprioritize,exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23106569,B3,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2310700,A1,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23108575,A1,retain,exposure|outcome|human_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23114527,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23114798,A1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23117646,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23117647,A1,retain,exposure|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23117663,A1,retain,exposure|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23117666,A1,retain,human_signal|design_signal|outcome|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23117669,A1,retain,exposure|human_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23117716,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23117725,A1,deprioritize,exposure|outcome|design_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23124653,A1,retain,population|exposure|outcome|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23129485,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23131462,B2,deprioritize,outcome|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23136102,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23137489,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23137921,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23141847,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-231424,B2,deprioritize,animal_term_present|population|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-231424,B3,deprioritize,animal_term_present|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23142866,B2,deprioritize,exposure|off_topic|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23150473,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23150654,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23150677,B2,deprioritize,exposure|outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23153406,A1,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23154110,B2,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23155674,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23157238,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2315885,A1,deprioritize,animal_term_present|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23159229,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23159904,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23160016,A1,retain,human_signal|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23160166,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2316066,B1,deprioritize,human_signal|outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23160864,A1,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23162103,B2,uncertain,exposure|human_signal|design_signal|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23167273,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23169749,A2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23172867,A2,deprioritize,exposure|off_topic|design_signal|population|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23174258,B2,deprioritize,off_topic|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23176226,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23179181,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23180880,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23183291,A1,retain,exposure|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23183958,A1,retain,exposure|human_signal|population|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23185165,B2,deprioritize,human_signal|off_topic|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23185817,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23186063,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23186949,B2,deprioritize,off_topic|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23186957,B2,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23187072,B2,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2318934,B2,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23192448,A1,retain,exposure|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23198458,B2,deprioritize,off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23199831,B2,deprioritize,outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23202962,B2,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-232048,B2,deprioritize,animal_term_present|off_topic|population|exposure,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23207874,A2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23208014,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23208074,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23208074,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23212107,A1,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23212561,B1,deprioritize,exposure|off_topic|population,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23212720,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23213626,A1,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23216682,A1,retain,outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23217107,A1,retain,exposure|outcome|population|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23217208,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23218245,B3,deprioritize,off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23218999,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23220122,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23224686,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23225028,B2,deprioritize,exposure|design_signal|animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23225281,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23226658,B2,deprioritize,exposure|outcome|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23228321,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23229461,A1,retain,exposure|outcome|population|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23229654,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23232666,A1,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23233620,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23233628,A1,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23233630,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23233631,A1,retain,human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23233646,A1,retain,exposure|human_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23234786,B2,deprioritize,outcome|human_signal|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-23237759,A1,retain,exposure|outcome|design_signal|population|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
