sample_id,record_id,question_id,title,abstract,source,evidence_basis,P,I,C,O,S
v3ref-0217,pubmed:11184531,HRS1_PERIOPERATIVE,A dangerous mix. Anesthesiologists warn patients to stop taking herbal supplements before surgery. Here's why.,,pubmed,title_only,수술 또는 침습적 시술을 받는 성인,수술 전 식이보충제 또는 허브 보충제 노출,"비노출, 중단, 또는 통상 수술주위 관리","출혈, 수혈, 마취 상호작용, 수술주위 합병증","무작위시험, 코호트, 환자-대조군, 단면연구, 증례군, 체계적 고찰"
v3ref-0218,pubmed:27928454,HRS2_KIDNEY_DISEASE,The role of oral sodium bicarbonate supplementation in maintaining acid-base balance and its influence on the cardiovascular system in chronic hemodialysis patients - results of a prospective study.,"Background: Major acid-base variations during dialysis and the imbalances in serum calcium levels intensified by them play a role in cardiovascular damage of hemodialysis patients. Early vascular walls modifications can be objectified by determining the pulse wave velocity (PWV) - a marker of vascular stiffness that is associated with increased risk of cardiovascular events. Material and methods: This was a prospective study conducted on 63 chronic hemodialysis patients with diuresis above 500 mL/ 24 hours and predialysis blood pressure below 160 mmHg (treatment controlled) randomized in two groups for 12 months - the study group receiving interdialitic oral sodium bicarbonate doses and control group, without oral sodium bicarbonate supplementation, but receiving higher bicarbonate prescriptions in dialysis. All the patients were monthly evaluated by biochemical tests (serum calcium, phosphate, iPTH, bicarbonate), the assessment of prescribed doses of phosphate binders being undergone. Two PWV determinations and chest X-ray exams for coronary calcifications were done - at the beginning and end of the study for every patient. Results: In the study group (n = 29), the mean age was 56.48 ± 12.78 years and the average duration of dialysis was 55.51 ± 34.53 months, the mean dialysis bicarbonate was 29.81 ± 1.41 mEq/ L and 27 of them (subgroup 0) had alkaline reserve (AR) 20-22 mEq/ L. The control group (n = 34) had a mean age of 57.35 ± 15.32 years and the mean dialysis duration 59.67 ± 34.79 months, with an average level of dialysis bicarbonate of 33 ± 2.2 mEq/ L necessary to maintain AR within guidelines. Depending on the mean AR obtained, this group was divided into three subgroups (subgroup 1, subgroup 2, and subgroup 3). There were statistically significant differences regarding the necessary of dialysis bicarbonate (p < 0.001), average serum calcium levels (p < 0.001) and serum phosphorus (p < 0.001), as well as PWV mean values and the number of vascular calcifications (p = 0.036) between the study and the control group. The average dose of phosphate binders was significantly higher in the study group (p = 0.01). At the end of the study, the serum iPTH average levels were decreased in the study group (p < 0.001) and significantly increased in the control group (p < 0.001). Conclusions: Avoiding large variations in serum bicarbonate levels is an important step in hemodialysis patients' management because wide acidosis-alkalosis variation can increase cardiovascular risks in terms of altering the vessel walls elasticity and favoring their calcifications. Abbreviations: GFR = glomerular filtration rate,PWV = pulse wave velocity, iPTH = intact parathyroid hormone,AR = alkaline reserve, BP = blood pressure,mEq = milliequivalents,L = liter.",pubmed,abstract,만성콩팥병 또는 투석 환자,"비처방 비타민, 무기질 또는 허브 보충제 노출","비노출, 위약 또는 통상 관리","고칼륨혈증, 고칼슘혈증, 신독성, 심혈관 이상반응","무작위시험, 코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0219,pubmed:39449622,HRS4_LIVER_DISEASE,"Dietary supplementation of pterostilbene, a major component in small berries, prevents alcohol-induced liver injury associated with lipid accumulation and inflammation.","Pterostilbene (PTE), a natural stilbene found in small berries, exhibits multiple pharmacological activities, particularly antioxidant and anti-inflammatory activities. This study explores the dietary supplementation of PTE to ameliorate acute and chronic alcohol-associated liver disease (ALD). C57BL/6 mice were administrated with PTE and subjected to acute or chronic alcohol stimulation. They were intragastrically administered with alcohol (5 g kg-1, 3 times per 24 h) to induce acute alcohol liver injury or fed a Lieber-DeCarli liquid diet containing 5% ethanol for 4 weeks and a single binge to induce chronic alcoholic liver injury. In the acute ethanol model, PTE decreased the serum transaminase and triglyceride (TG) levels and ameliorated lipid droplet accumulation. PTE ameliorated acute ethanol-induced hepatic steatosis by inhibiting the expression of SREBP1 and its target genes and up-regulating PPARα expression. PTE could reverse the inflammatory response by inhibiting NLRP3 activation, inflammatory factor secretion, and macrophage recruitment caused by acute ethanol exposure. PTE could synergistically activate the SIRT1-AMPK and LXR/FXR axis in mice with acute ethanol exposure. In the chronic-binge ethanol feeding model, PTE also decreased serum transaminase and TG levels and ameliorated hepatocellular ballooning, macrovesicular steatosis, lipid accumulation and inflammation. Chronic-binge ethanol feeding could induce extracellular matrix dysfunction with an increase in α-SMA, collagen I and TIMP-1 expression, which was decreased by PTE. PTE increased SIRT1 expression and AMPK phosphorylation and activated the LXRs/FXR axis, which could be reduced by chronic-binge ethanol feeding. PTE could prevent liver injury caused by alcohol regardless of acute or chronic exposure. These results suggest that PTE can be utilized as a dietary health supplement to avoid ALD and promote health and quality of life.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0220,pubmed:13679348,HRS4_LIVER_DISEASE,Summaries for patients. Liver injury in 12 patients taking the herbal weight loss aids Chaso or Onshido.,,pubmed,title_only,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0221,pubmed:39833730,HRS3_PREGNANCY,International expert consensus on micronutrient supplement use during the early life course.,"BACKGROUND: Growing evidence demonstrates that maternal nutrition is crucial for the health of the mother-to-be, and early life course of the offspring. However, for most micronutrients, guidelines are inconsistent. This Delphi study aimed to investigate the level of expert consensus on maternal nutrition and micronutrient needs during preconception, pregnancy and lactation.
METHODS: We conducted a two-round web-based Delphi survey on various topics including general approaches to diet and supplement use, and existing guidelines. For the periods of preconception, pregnancy and lactation, questions focused on the importance and strength of evidence for supplement use with the following micronutrients for low- and high-risk populations: folic acid, choline, iodine, magnesium, calcium, iron, selenium, docosahexaenoic acid (DHA), and vitamins B1, B2, B6, B12, D and K.
RESULTS: Thirty-five experts participated in the panel, who were healthcare professionals (HCPs), researchers and joint HCP-researchers with expertise in nutrition, gynaecology and/or obstetrics. Panellists reached consensus on the importance of diet and dietary supplement use during pregnancy and agreed on the lack of clarity and consistency in current guidelines, and the need for education in these areas for HCPs, pregnant people and the general population. For general low-risk populations, there was consensus on the importance of supplement use with iron and vitamin D from preconception through lactation, with folic acid and iodine from preconception through the second and third trimesters, respectively, with DHA from the first trimester through lactation and with calcium during lactation. Panellists agreed that the evidence for supplement use with each of these micronutrients during these phases to improve outcomes and/or foetal development is strong, except for vitamin D (preconception), DHA (first trimester), and iron (both periods). There was also consensus that supplement use advice should be tailored for people following vegan/vegetarian diets, restricted diets due to food intolerances, obesity, polycystic ovary syndrome, diabetes mellitus, and previous nutrition-related pregnancy complications.
CONCLUSION: The findings revealed robust consensus on various aspects of maternal nutrition, including the need for education, the lack of consistency in current guidelines on supplement use, the importance of supplement use across specific phases of pregnancy and the at-risk groups requiring tailored approaches.",pubmed,abstract,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
v3ref-0222,pubmed:28033135,HRS5_ANTICOAGULATION,Omega-3 Fatty Acid Supplementation and Warfarin: A Lethal Combination in Traumatic Brain Injury.,"Polyunsaturated fatty acids such as omega-3 eicosapentaenoic acid and omega-6 docosahexaenoic acid, found in over-the-counter fish oil supplements, are often consumed for their beneficial, prophylactic, anti-inflammatory effects. Although the mechanisms of action are not fully known, a diet rich in polyunsaturated fats may reduce the risk of hyperlipidemia, atherosclerosis, high low-density lipoprotein cholesterol levels, hypertension, and inflammatory diseases. Masked by its many benefits, the risks of omega-3 fatty acid supplementation are often underappreciated, particularly its ability to inhibit platelet aggregation and promote bleeding in patients taking anticoagulant medications. The following details the clinical case of an elderly patient taking warfarin and fish oil supplementation whose warfarin-induced coagulopathy could not be reversed after suffering blunt head trauma.",pubmed,abstract,"비타민 K 길항제, 직접경구항응고제 또는 헤파린을 사용하는 환자",식이보충제 또는 허브 보충제 병용,보충제 비병용 또는 기준 기간,"주요·경미 출혈, 혈전색전증, 응고검사 변화, 약물 상호작용","무작위시험, 코호트, 환자-대조군, 자기대조 연구, 증례군, 체계적 고찰"
v3ref-0223,pubmed:26876280,HRS4_LIVER_DISEASE,Prophylactic and abundant intake of α-lipoic acid causes hepatic steatosis and should be reconsidered in usage as an anti-aging drug.,"The majority of research has suggested that α-lipoic acid (ALA) is a potential therapeutic agent for chronic diseases associated with oxidative stress, including atherosclerosis, diabetes, and neurodegeneration. Therefore, a nutritional supplementation with ALA is recommended although the effects of a short- and long-term intake of ALA on central organs in healthy individuals are not studied in detail yet. Therefore, liver tissue of 4 and 74 weeks ALA-treated healthy C57BL6/J mice with respect to lipid metabolism was analyzed. In doing so, it was shown that short-term and long-term ALA treatment caused a marked increase of β-oxidation, as indicated by a significant rise of mRNA expression of fgf21, pparα, and its target genes, for example, acox1, cpt1α, and cpt2, as well as of Fgf21 plasma concentration. Glycolytic activity, as assessed by pklr1 mRNA expression and pyruvate kinase activity, was also found increased. In addition, it was shown that both short- and long-term ALA treatment increased cholesterol content, induced systemic triglyceridemia, and enhanced rxrα and lxrα mRNA expression. Despite the fact that short-term ALA intake reduced lipogenesis, as given by significant declines of fas and srebp1c mRNA expression, and that a long-term ALA intake induced a significant rise of these lipogenic genes, both treatment regimen caused fat accumulation. This, however, was more pronounced upon long-term ALA intake, leading to hepatic steatosis and liver injury, as indicated by increased inflammation and disruption of the general hepatic architecture. In summary, the prophylactic and abundant use of ALA under healthy conditions should be considered with caution.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0224,pubmed:28818086,HRS3_PREGNANCY,"Mediterranean diet, folic acid, and neural tube defects.","The Mediterranean diet has been for a very long time the basis of food habits all over the countries of the Mediterranean basin, originally founded on rural models and low consumption of meat products and high-fat/high-processed foods. However, in the modern era, the traditional Mediterranean diet pattern is now progressively eroding due to the widespread dissemination of the Western-type economy, life-style, technology-driven culture, as well as the globalisation of food production, availability and consumption, with consequent homogenisation of food culture and behaviours. This transition process may affect many situations, including pregnancy and offspring's health. The problem of the diet during pregnancy and the proper intake of nutrients are nowadays a very current topic, arousing much debate. The Mediterranean dietary pattern, in particular, has been associated with the highest risk reduction of major congenital anomalies, like the heterogeneous class of neural tube defects (NTDs). NTDs constitute a major health burden (0.5-2/1000 pregnancies worldwide) and still remain a preventable cause of still birth, neonatal and infant death, or significant lifelong disabilities. Many studies support the finding that appropriate folate levels during pregnancy may confer protection against these diseases. In 1991 one randomised controlled trial (RCT) demonstrated for the first time that periconceptional supplementation of folic acid is able to prevent the recurrence of NTDs, finding confirmed by many other subsequent studies. Anyway, the high rate of unplanned/unintended pregnancies and births and other issues hindering the achievement of adequate folate levels in women in childbearing age, induced the US government and many other countries to institute mandatory food fortification with folic acid. The actual strategy adopted by European Countries (including Italy) suggests that women take 0,4 mg folic acid/die before conception. The main question is which intervention, between folic acid supplementation, foods fortification or both, linked to a healthy life-style and diet pattern may represent the best method in preventing NTDs. The aim of this review is to describe the actual situation in NTDs prevention, with a special attention to the Italiancontext concerning this delicate and controversial subject.",pubmed,abstract,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
v3ref-0225,pubmed:35710615,HRS4_LIVER_DISEASE,Liver injury and dietary supplements: Does hydroxycitric acid trigger hepatotoxicity?,"Rising rates of obesity has increased the global use of herbal supplements intended to control weight. However, taking these preparations without appropriate medical supervision could increase the risk of manifestation of side effects, especially at the hepatic level. In literature, different cases of acute liver injury consequent to the use of food supplements containing Garcinia cambogia and hydroxycitric acid are reported. This letter aims to review the most recent literature that analysed the herb-induced liver disease due to the use of hydroxycitric acid, from the first alert coming from the European Food and Drug Administration in 2009, to the last recent European food alerts from 2020 to 2021. It is noteworthy that in some cases it demonstrated the relationship between hydroxycitric acid and hepatotoxicity. Therefore, there is a need to draw more attention to the relationship between a safe use and a more awareness in the intake of these supplements, to preserve the safety of the consumers who increasingly purchase food supplements, products that have only nutritive properties and are never curative.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0226,pubmed:40139536,HRS3_PREGNANCY,High-dose vitamin D supplementation in pregnancy ameliorates obesity-induced increase in maternal IL-1β level without affecting obesity-induced increase in IL-6 and MCP.,"BACKGROUND: Maternal and placental inflammatory activity is carefully regulated during pregnancy and changes in inflammatory status are associated with pregnancy complications and health deficits in the offspring including adverse effects on neurodevelopment. Overweight/obesity is associated with chronic inflammation, thereby contributing to adverse effects. Disturbingly, overweight and obesity are highly prevalent among pregnant women worldwide. Vitamin D (vitD) possess immunomodulatory effects and is believed to support healthy pregnancy. Endocrinological societies recommend empiric vitD supplementation in pregnancy but there is no consensus on the minimal supplementation dose METHODS: An adjacent study to GRAVIT-D (no. NCT04291313, ClinicalTrial.gov), a double-blinded randomized trial investigating the clinical benefits of increasing vitD supplementation in pregnancy from 400IU to 3600IU/day from gestational week 11-16 onwards. In a subgroup, (n = 156), multiplex ELISA targeting third-semester serum levels of IL-1β, IL-6, IL-10, TNFα, MCP-1, and IL-17A was performed. Inflammation signals were correlated with the vitD dose given, subsequently analysing the effect of vitD in relation to the pre-pregnancy body mass index (BMI) within each treatment arm comparing the inflammatory response in WHO-defined BMI groups, < 25, 25-30 and > 30 kg/m2.
MAIN RESULTS: High pre-pregnancy BMI was associated with increased IL6 and MCP1 in both the 400IU and the 3600 IU exposed group. IL1β levels increased with BMI if using a 400IU/day supplement. High dose vitD supplementation ameliorated BMI effects on IL1β.
CONCLUSION AND PERSPECTIVES: Increased vitD supplementation during pregnancy may ameliorate some overweight/obesity-induced inflammatory activity. Further studies are needed to determine the vitD need in pregnancies complicated by obesity and overweight.",pubmed,abstract,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
v3ref-0227,pubmed:24520780,HRS4_LIVER_DISEASE,"[Treatment of nonalcoholic steatohepatitis by Jianpi Shugan Recipe: a multi-center, randomized, controlled clinical trial].","OBJECTIVE: To evaluate the efficacy and safety of Chinese medicine (CM) intervention in the treatment of nonalcoholic steatohepatitis (NASH) from liver enzyme (ALT), imaging (the liver/spleen CT ratio) and syndrome scores, and to establish standard methods for diagnosis and therapeutic efficacy evaluation with characteristics of CM.
METHODS: A multi-center, stratified randomized, parallel controlled, blindness-method evaluated, superiority trial was performed. Totally 204 patients were randomly allocated into two groups, 102 patients in the experimental group (treated with CM) and 102 patients in the control group [treated with Western medicine (WM)]. The alanine aminotransferase (ALT), liver/spleen CT ratio, and clinical symptoms were observed in both groups.
RESULTS: Of the randomly allocated 204 cases from 4 hospitals, 3 patients were rejected, and 25 were lost. Totally 176 cases con- formed to the plan with complete follow-ups. After 3 months of treatment, syndrome scores and the improvement of partial clinical symptoms (fatigue and sallow complexion) were superior in the experimental group to those in the control group (P < 0.05). After 3 months of follow-up, the syndrome scores and improvement of partial clinical symptoms (fatigue and sallow complexion) were superior in the experimental group to those in the control group (P < 0.05). There was no statistical difference in improving liver enzymes or the liver/spleen CT ratio between the two groups (P > 0.05). There were 4 adverse reactions/adverse events in the two groups in the process of treatment, mainly covering drug-induced liver injury, diarrhea, and epigastric distension. Adverse reactions had nothing to do with CM treatment.
CONCLUSIONS: Jianpi Shugan Recipe had obvious efficacy in treatment of NASH. It could remove the liver fat and play a role in anti-inflammation and liver protection. It also could improve the indices of liver enzymes and the liver/spleen CT ratio effectively, which was superior to Polyene Phosphatidylcholine Capsule (PPC) in improving clinical symptoms, especially for such symptoms as fatigue and sallow complexion.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0228,pubmed:38263894,HRS3_PREGNANCY,Adherence to different forms of plant-based diets and pregnancy outcomes in the Danish National Birth Cohort: A prospective observational study.,"INTRODUCTION: The number of people adhering to plant-based diets has been increasing dramatically in recent years, fueled by both environmental and animal welfare concerns. Beneficial or possible adverse consequences of such diets, particularly the most restrictive forms during pregnancy, have been minimally explored. The aim of this prospective observational study was to examine associations between different forms of plant-based diets during pregnancy with birth outcomes and pregnancy complications.
MATERIAL AND METHODS: The Danish National Birth Cohort included 100 413 pregnancies to 91 381 women in 1996-2002. The population consisted of 66 738 pregnancies, about which sufficient dietary data were available and included in the study. Dietary and supplemental intake was assessed by Food Frequency Questionnaire in gestational week 25 and women were characterized as fish/poultry-vegetarians, lacto/ovo-vegetarians, vegans or omnivorous, based on their self-report in gestational week 30. Main outcome measures were pregnancy and birth complications, birthweight and small for gestational age.
RESULTS: A total of 98.7% (n = 65 872) of participants were defined as omnivorous, whereas 1.0% (n = 666), 0.3% (n = 183) and 0.03% (n = 18) identified themselves as fish/poultry vegetarians, lacto/ovo-vegetarians or vegans, respectively. Protein intake was lower among lacto/ovo-vegetarians (13.3%) and vegans (10.4%) than among omnivorous participants (15.4%). Intake of micronutrients was also considerably lower among vegans, but when dietary supplements were taken into consideration, no major differences were observed. Compared with omnivorous mothers, vegans had a higher prevalence of preeclampsia and their offspring had on average -240 g (95% confidence interval -450 to -30) lower birthweight.
CONCLUSIONS: The women reporting that they adhered to vegan diets during pregnancy had offspring with lower mean birthweight and higher risk of preeclampsia compared with omnivorous mothers. Low protein intake might be one plausible explanation for the observed association with birthweight.",pubmed,abstract,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
v3ref-0229,pubmed:12528489,HRS1_PERIOPERATIVE,Complementary and alternative medicine use by surgical patients.,"This national multisite study examined complementary and alternative medicine (CAM) use by surgical patients during the two weeks preceding their surgery. A simple descriptive design consisting of anonymous self-report questionnaires was used to measure CAM use and determine participant demographics. A purposive sample of adult, English-speaking, elective outpatients from 16 hospitals representing seven US regions was used. Data were collected randomly at each site. Sixty-seven percent of participants disclosed use of all types of CAM; 27% consumed herbs, 39% used dietary supplements, 54% took vitamins, and 1% reported use of homeopathics. Thirty-four percent of participants reported using CAMs that potentially can interact with anesthetics and inhibit coagulation. The results of this study suggest that perioperative nurses should encourage patients to disclose CAM use and should educate patients about anesthetic interactions that may contribute to bleeding.",pubmed,abstract,수술 또는 침습적 시술을 받는 성인,수술 전 식이보충제 또는 허브 보충제 노출,"비노출, 중단, 또는 통상 수술주위 관리","출혈, 수혈, 마취 상호작용, 수술주위 합병증","무작위시험, 코호트, 환자-대조군, 단면연구, 증례군, 체계적 고찰"
v3ref-0230,pubmed:27157958,HRS5_ANTICOAGULATION,Evaluation of herbal product use and possible herb-drug interactions in Turkish elderly.,"OBJECTIVES: To determine the prevalence and documentation of the use of herbal remedies by individuals aged ≥65 years and to evaluate possible adverse reactions and herb-drug interactions.
METHOD: Using a cross-sectional research design, data were collected from 1418 participants (age range 65-95 years) via interview-based questionnaires.
RESULTS: The prevalence of herbal use among older adults was 30% (n = 426); 64% (n = 274) used more than one prescription medication, and polyherbacy was reported by 47.5% (n = 202) of participants. Some participants used herbal products that are known to interfere with conventional drugs used to treat chronic diseases, such as cardiac glycosides, diuretics, anticoagulants, antidiabetics, anticonvulsants, and monoamine oxidase inhibitors.
CONCLUSION: To ensure good patient care, it is important that healthcare professionals are aware of possible health complications associated with the concomitant use of herbs and medications.",pubmed,abstract,"비타민 K 길항제, 직접경구항응고제 또는 헤파린을 사용하는 환자",식이보충제 또는 허브 보충제 병용,보충제 비병용 또는 기준 기간,"주요·경미 출혈, 혈전색전증, 응고검사 변화, 약물 상호작용","무작위시험, 코호트, 환자-대조군, 자기대조 연구, 증례군, 체계적 고찰"
v3ref-0231,pubmed:32578335,HRS3_PREGNANCY,Prenatal alcohol exposure induced congenital heart diseases: From bench to bedside.,"Alcohol consumption is increasing worldwide. Many child-bearing-aged women consume alcohol during pregnancy, intentionally or unintentionally, thereby increasing the potential risk for severe congenital diseases. Congenital heart disease (CHD) is the most common birth defect worldwide and can result from both hereditary and acquired factors. Prenatal alcohol exposure (PAE) is considered a key factor that leads to teratogenesis in CHD and its specific phenotypes, especially defects of the cardiac septa, cardiac valves, cardiac canals, and great arteries, adjacent to the chambers, both in animal experiments and clinical retrospective studies. The mechanisms underlying CHD and its phenotypes caused by PAE are associated with changes in retinoic acid biosynthesis and its signaling pathway, apoptosis and defective function of cardiac neural crest cells, disturbance of the Wntβ-catenin signaling pathway, suppression of bone morphogenetic protein (BMP) signaling, and other epigenetic mechanisms. Drug supplements and early diagnosis can help prevent PAE from inducing CHDs.",pubmed,abstract,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
v3ref-0232,pubmed:38701490,HRS4_LIVER_DISEASE,"Home exercise, branched-chain amino acids, and probiotics improve frailty in cirrhosis: A randomized clinical trial.","BACKGROUND: Frailty is a predictive factor of hospitalization, falls, and mortality in patients with cirrhosis, regardless of the degree of liver failure. The aim was to analyze whether a multifactorial intervention consisting of home-based exercise, branched-chain amino acids, and a multistrain probiotic can improve frailty in these patients.
METHODS: Outpatients with cirrhosis were classified according to the Liver Frailty Index (LFI). Prefrail and frail patients were randomized into 2 groups. The intervention group was assigned to a multifactorial intervention consisting of exercise at home, branched-chain amino acid supplements, and a multistrain probiotic for 12 months. The control group received standard care. All patients were prospectively followed up every 3 months for 1 year to determine LFI, incidence of falls, emergency room visits, hospitalizations, and mortality.
RESULTS: Thirty-two patients were included: 17 patients were assigned to the intervention group and 15 to the control group. In the intervention group, the baseline LFI decreased at 3, 6, 9, and 12 months (p = 0.019 for overall change with respect to the control group). The change in LFI (ΔLFI) at 12 months was -0.71 ± 0.24 in the intervention group and -0.09 ± 0.32 in the control group (p<0.001). During follow-up, patients in the intervention group had a lower 1-year probability of falls (6% vs. 47%, p = 0.03) and emergency room visits (10% vs. 44%, p = 0.04) than patients in the control group.
CONCLUSIONS: A long-term multifactorial intervention that included exercise at home, branched-chain amino acids, and a multistrain probiotic improved frailty in outpatients with cirrhosis and was associated with a decrease in the incidence of clinical events such as falls and emergency room visits.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0233,pubmed:18605369,HRS1_PERIOPERATIVE,Autoimmune hepatitis and hypergammaglobulinemic purpura associated with herbal medicine use.,,pubmed,title_only,수술 또는 침습적 시술을 받는 성인,수술 전 식이보충제 또는 허브 보충제 노출,"비노출, 중단, 또는 통상 수술주위 관리","출혈, 수혈, 마취 상호작용, 수술주위 합병증","무작위시험, 코호트, 환자-대조군, 단면연구, 증례군, 체계적 고찰"
v3ref-0234,pubmed:19696220,HRS2_KIDNEY_DISEASE,Vitamin D and the cardiovascular system.,"Several epidemiologic and clinical studies have suggested that there is a strong association between hypovitaminosis D and cardiovascular disease (CVD). Hypovitaminosis D was reported as a risk factor for increased cardiovascular events among 1739 adult participants in the Framingham Offspring Study. Analysis of more than 13,000 adults in the Third National Health and Nutrition Examination Survey (NHANES III) showed that even though hypovitaminosis D is associated with an increased prevalence of CVD risk factors, its association with all-cause mortality is independent of these risk factors. Importantly, epidemiologic studies suggested that patients who had chronic kidney disease and were treated with activated vitamin D had a survival advantage when compared with those who did not receive treatment with these agents. Mechanistically, emerging data have linked vitamin D administration with improved cardiac function and reduced proteinuria, and hypovitaminosis D is associated with obesity, insulin resistance, and systemic inflammation. Preliminary studies suggested that activated vitamin D inhibits the proliferation of cardiomyoblasts by promoting cell-cycle arrest and enhances the formation of cardiomyotubes without inducing apoptosis. Activated vitamin D has also been shown to attenuate left ventricular dysfunction in animal models and humans. In summary, emerging studies suggest that hypovitaminosis D has emerged as an independent risk factor for all-cause and cardiovascular mortality, reinforcing its importance as a public health problem. There is a need to advance our understanding of the biologic pathways through which vitamin D affects cardiovascular health and to conduct prospective clinical interventions to define precisely the cardioprotective effects of nutritional vitamin D repletion.",pubmed,abstract,만성콩팥병 또는 투석 환자,"비처방 비타민, 무기질 또는 허브 보충제 노출","비노출, 위약 또는 통상 관리","고칼륨혈증, 고칼슘혈증, 신독성, 심혈관 이상반응","무작위시험, 코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0235,pubmed:4835003,HRS4_LIVER_DISEASE,"Fever, vomiting, and liver dysfunction with procainamide therapy.",,pubmed,title_only,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
