question_id,record_id,provider_id,title,authors,venue,year,doi,source_url,publication_types,automated_eligibility,population_evidence,supplement,dose_extracted,outcome_evidence,evidence_locator,fulltext_locator,human_screened,extraction_authority,priority_score
B2,REC-PUBMED-31605425,31605425,Hypercalcemia Without Hypervitaminosis D During Cholecalciferol Supplementation in Critically Ill Patients.,Holmes WL; Maish GO; Minard G; Croce MA; Dickerson RN,Nutrition in clinical practice : official publication of the American Society for Parenteral and Enteral Nutrition,2020.0,10.1002/ncp.10407,https://pubmed.ncbi.nlm.nih.gov/31605425/,Journal Article,include_candidate_design_unclear,Hypercalcemia Without Hypervitaminosis D During Cholecalciferol Supplementation in Critically Ill Patients.. | Safety was evaluated by the presence of hypercalcemia (serum ionized calcium [iCa] >1.32 mmol/L) or hypervitaminosis D (25-OH vit D >79.9 nmol/L).,vitamin d,"10,000 IU",Hypercalcemia Without Hypervitaminosis D During Cholecalciferol Supplementation in Critically Ill Patients.. | Safety was evaluated by the presence of hypercalcemia (serum ionized calcium [iCa] >1.32 mmol/L) or hypervitaminosis D (25-OH vit D >79.9 nmol/L). | Hypercalcemia occurred in 40% (n = 21) of patients; 2 patients experienced an iCa >1.49 nmol/L.,"ABSTRACT: Hypercalcemia Without Hypervitaminosis D During Cholecalciferol Supplementation in Critically Ill Patients.. | 25-OH vit D was significantly greater for those who developed hypercalcemia (37.2 + 11.2 vs 28.4 + 5.6 ng/mL, respectively, P < 0.001) by the second week of cholecalciferol. | CONCLUSIONS: Cholecalciferol normalized serum 25-OH vit D concentrations in less than half of patients yet was associated with a substantial proportion of patients with hypercalcemia without hypervitaminosis D.",,False,automated_from_observed_title_abstract,6
B2,REC-PUBMED-32161591,32161591,High-Dose Vitamin D-Mediated Hypercalcemia as a Potential Risk Factor in Central Nervous System Demyelinating Disease.,Häusler D; Torke S; Weber MS,Frontiers in immunology,2020.0,10.3389/fimmu.2020.00301,https://pubmed.ncbi.nlm.nih.gov/32161591/,Journal Article|Review,include_candidate_design_unclear,"High-Dose Vitamin D-Mediated Hypercalcemia as a Potential Risk Factor in Central Nervous System Demyelinating Disease.. | Of note, disease exacerbation was associated with high-dose vitamin D caused secondary hypercalcemia.",vitamin d,,"High-Dose Vitamin D-Mediated Hypercalcemia as a Potential Risk Factor in Central Nervous System Demyelinating Disease.. | Of note, disease exacerbation was associated with high-dose vitamin D caused secondary hypercalcemia. | Mechanistically dissecting this outcome, we found that hypercalcemia independent of vitamin D similarly triggered activation of disease-perpetuating T cells.","ABSTRACT: High-Dose Vitamin D-Mediated Hypercalcemia as a Potential Risk Factor in Central Nervous System Demyelinating Disease.. | Of note, disease exacerbation was associated with high-dose vitamin D caused secondary hypercalcemia. | Mechanistically dissecting this outcome, we found that hypercalcemia independent of vitamin D similarly triggered activation of disease-perpetuating T cells.",https://pmc.ncbi.nlm.nih.gov/articles/PMC7053380/,False,automated_from_observed_title_abstract,6
B2,REC-PUBMED-30691727,30691727,The Effect of Short-Term Vitamin D Supplementation on Calcium Status in Vitamin D Insufficient Renal Transplant Recipients at Risk of Hypercalcemia.,Lynch Cronin I; Byrne F; Doyle R; Fraser WD; Chipchase A; Eustace JA,Journal of renal nutrition : the official journal of the Council on Renal Nutrition of the National Kidney Foundation,2019.0,10.1053/j.jrn.2018.11.012,https://pubmed.ncbi.nlm.nih.gov/30691727/,"Journal Article|Research Support, Non-U.S. Gov't",include_candidate,"The Effect of Short-Term Vitamin D Supplementation on Calcium Status in Vitamin D Insufficient Renal Transplant Recipients at Risk of Hypercalcemia.. | Hypercalcemia, usually due to persistent hyperparathyroidism, also commonly occurs in this population and often coexists with vitamin D insufficiency.",vitamin d,"1,000 IU","The Effect of Short-Term Vitamin D Supplementation on Calcium Status in Vitamin D Insufficient Renal Transplant Recipients at Risk of Hypercalcemia.. | Hypercalcemia, usually due to persistent hyperparathyroidism, also commonly occurs in this population and often coexists with vitamin D insufficiency. | However, concern that vitamin D supplementation might exacerbate the pre-existing hypercalcemia often leads clinicians to avoid vitamin D supplementation in such patients.","ABSTRACT: The Effect of Short-Term Vitamin D Supplementation on Calcium Status in Vitamin D Insufficient Renal Transplant Recipients at Risk of Hypercalcemia.. | Hypercalcemia, usually due to persistent hyperparathyroidism, also commonly occurs in this population and often coexists with vitamin D insufficiency. | However, concern that vitamin D supplementation might exacerbate the pre-existing hypercalcemia often leads clinicians to avoid vitamin D supplementation in such patients.",,False,automated_from_observed_title_abstract,6
B3,REC-PUBMED-30178451,30178451,Ascorbic Acid Supplements and Kidney Stones Incidence Among Men and Women: A systematic review and meta-analysis.,Jiang K; Tang K; Liu H; Xu H; Ye Z; Chen Z,Urology journal,2019.0,10.22037/uj.v0i0.4275,https://pubmed.ncbi.nlm.nih.gov/30178451/,Journal Article|Meta-Analysis|Systematic Review,include_candidate,Ascorbic Acid Supplements and Kidney Stones Incidence Among Men and Women: A systematic review and meta-analysis.. | PURPOSE: The relationship of ascorbic acid (AA) supplements and risk of kidney stones among men and women is controversial.,vitamin c,,Ascorbic Acid Supplements and Kidney Stones Incidence Among Men and Women: A systematic review and meta-analysis.. | PURPOSE: The relationship of ascorbic acid (AA) supplements and risk of kidney stones among men and women is controversial. | This systematic evaluation was performed to obtain comprehensive evidence about the relationship of AA supplements and risk of kidney stones among men and women.,ABSTRACT: Ascorbic Acid Supplements and Kidney Stones Incidence Among Men and Women: A systematic review and meta-analysis.. | PURPOSE: The relationship of ascorbic acid (AA) supplements and risk of kidney stones among men and women is controversial.,,False,automated_from_observed_title_abstract,11
B3,REC-PUBMED-30276648,30276648,Ascorbic acid-induced oxalate nephropathy: a case report and discussion of pathologic mechanisms.,Lin WV; Turin CG; McCormick DW; Haas C; Constantine G,CEN case reports,2019.0,10.1007/s13730-018-0366-6,https://pubmed.ncbi.nlm.nih.gov/30276648/,Case Reports|Journal Article,include_candidate,"Oxalate nephropathy is associated with hereditary hyperoxaluria, Crohn disease, and previous gastric or intestinal surgery, especially in the setting of increased oxalate intake or ethylene glycol ingestion.",vitamin c,2 g/day,"Ascorbic acid-induced oxalate nephropathy: a case report and discussion of pathologic mechanisms.. | Oxalate nephropathy is associated with hereditary hyperoxaluria, Crohn disease, and previous gastric or intestinal surgery, especially in the setting of increased oxalate intake or ethylene glycol ingestion. | We present a patient whose intake of vitamin C supplements (2 g/day), exacerbated by predisposing factors of prior small bowel obstruction and resection, and benign prostate hyperplasia (BPH), resulted in acute kidney injury due to oxalate nephropathy.","ABSTRACT: Ascorbic acid-induced oxalate nephropathy: a case report and discussion of pathologic mechanisms.. | We present a patient whose intake of vitamin C supplements (2 g/day), exacerbated by predisposing factors of prior small bowel obstruction and resection, and benign prostate hyperplasia (BPH), resulted in acute kidney injury due to oxalate nephropathy. | We review past reports of vitamin C-induced oxalate nephropathy and discuss the underlying precipitating factors.",https://pmc.ncbi.nlm.nih.gov/articles/PMC6361085/,False,automated_from_observed_title_abstract,10
B3,REC-PUBMED-29883396,29883396,No Reported Renal Stones with Intravenous Vitamin C Administration: A Prospective Case Series Study.,Prier M; Carr AC; Baillie N,"Antioxidants (Basel, Switzerland)",2018.0,10.3390/antiox7050068,https://pubmed.ncbi.nlm.nih.gov/29883396/,Journal Article,include_candidate_design_unclear,"No Reported Renal Stones with Intravenous Vitamin C Administration: A Prospective Case Series Study.. | A few cases associating high dose intravenous vitamin C (IVC) administration with renal stone formation have been reported in the literature, however, no long-term studies investigating IVC administration and reported renal stones have been carried out.",vitamin c,,"No Reported Renal Stones with Intravenous Vitamin C Administration: A Prospective Case Series Study.. | A few cases associating high dose intravenous vitamin C (IVC) administration with renal stone formation have been reported in the literature, however, no long-term studies investigating IVC administration and reported renal stones have been carried out. | Our aim was to measure the frequency of reported renal stones in patients receiving IVC therapy.","ABSTRACT: No Reported Renal Stones with Intravenous Vitamin C Administration: A Prospective Case Series Study.. | A few cases associating high dose intravenous vitamin C (IVC) administration with renal stone formation have been reported in the literature, however, no long-term studies investigating IVC administration and reported renal stones have been carried out.",https://pmc.ncbi.nlm.nih.gov/articles/PMC5981254/,False,automated_from_observed_title_abstract,10
B3,REC-PUBMED-40115864,40115864,A case report of renal oxalosis and secondary hyperoxaluria due to chronic high vitamin C consumption.,Neofytou IE; Lioulios G; Almaliotis E; Daikidou DV; Mplatsa A; Minasidis E,Clinical nephrology. Case studies,2025.0,10.5414/cncs111462,https://pubmed.ncbi.nlm.nih.gov/40115864/,Case Reports|Journal Article,include_candidate,"A case report of renal oxalosis and secondary hyperoxaluria due to chronic high vitamin C consumption.. | One of the causes of secondary hyperoxaluria is a high intake of vitamin C, which exceeds the renal excretion capacity, and can induce renal oxalosis.",vitamin c,3 g,"A case report of renal oxalosis and secondary hyperoxaluria due to chronic high vitamin C consumption.. | Renal oxalosis occurs from supersaturation of the urine with oxalate in the presence of calcium, resulting in deposition of calcium oxalate crystals within renal tissue and, consequently, progressive renal disease. | One of the causes of secondary hyperoxaluria is a high intake of vitamin C, which exceeds the renal excretion capacity, and can induce renal oxalosis.","ABSTRACT: A case report of renal oxalosis and secondary hyperoxaluria due to chronic high vitamin C consumption.. | One of the causes of secondary hyperoxaluria is a high intake of vitamin C, which exceeds the renal excretion capacity, and can induce renal oxalosis. | We present a case involving a 67-year-old patient with chronic kidney disease and proteinuria, associated with secondary hyperoxaluria and renal oxalosis, who reported prolonged, excessive intake of vitamin C supplements.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11924107/,False,automated_from_observed_title_abstract,9
B3,REC-PUBMED-18042297,18042297,Vitamin C-induced hyperoxaluria causing reversible tubulointerstitial nephritis and chronic renal failure: a case report.,Rathi S; Kern W; Lau K,Journal of medical case reports,2007.0,10.1186/1752-1947-1-155,https://pubmed.ncbi.nlm.nih.gov/18042297/,Journal Article,include_candidate,"Vitamin C-induced hyperoxaluria causing reversible tubulointerstitial nephritis and chronic renal failure: a case report.. | UNLABELLED: Vitamin C is a precursor of oxalate and promoter of its absorption, potentially causing hyperoxaluria.",vitamin c,680 mg,"Vitamin C-induced hyperoxaluria causing reversible tubulointerstitial nephritis and chronic renal failure: a case report.. | UNLABELLED: Vitamin C is a precursor of oxalate and promoter of its absorption, potentially causing hyperoxaluria. | Malabsorption causes Calcium (Ca) chelation with fatty acids, producing enteric hyperoxaluria.","ABSTRACT: Vitamin C-induced hyperoxaluria causing reversible tubulointerstitial nephritis and chronic renal failure: a case report.. | UNLABELLED: Vitamin C is a precursor of oxalate and promoter of its absorption, potentially causing hyperoxaluria. | Given his oxalate-rich diet, chronic diarrhea, and daily 680 mg vitamin C and furosemide, we postulated Ca oxalate-induced nephropathy, a diagnosis confirmed by documenting hyperoxaluria, and finding of diffuse intraluminal crystals and extensive interstitial fibrosis on biopsy.",https://pmc.ncbi.nlm.nih.gov/articles/PMC2235877/,False,automated_from_observed_title_abstract,9
B3,REC-PUBMED-15987848,15987848,Ascorbate increases human oxaluria and kidney stone risk.,Massey LK; Liebman M; Kynast-Gales SA,The Journal of nutrition,2005.0,10.1093/jn/135.7.1673,https://pubmed.ncbi.nlm.nih.gov/15987848/,"Clinical Trial|Journal Article|Randomized Controlled Trial|Research Support, Non-U.S. Gov't",include_candidate,"Ascorbate increases human oxaluria and kidney stone risk.. | However, because AA is endogenously converted to oxalate and appears to increase the absorption of dietary oxalate, supplementation may increase the risk of kidney stones.",vitamin c,,"Ascorbate increases human oxaluria and kidney stone risk.. | However, because AA is endogenously converted to oxalate and appears to increase the absorption of dietary oxalate, supplementation may increase the risk of kidney stones. | The effect of AA supplementation on urinary oxalate was studied in a randomized, crossover, controlled design in which subjects consumed a controlled diet in a university metabolic unit.",ABSTRACT: Ascorbate increases human oxaluria and kidney stone risk..,,False,automated_from_observed_title_abstract,9
B3,REC-PUBMED-10929425,10929425,"Ascorbic acid in idiopathic recurrent calcium urolithiasis in humans--does it have an abettor role in oxalate, and calcium oxalate crystallization?",Schwille PO; Schmiedl A; Herrmann U; Manoharan M; Fan J; Sharma V; Gottlieb D,Urological research,2000.0,10.1007/s002400000101,https://pubmed.ncbi.nlm.nih.gov/10929425/,"Clinical Trial|Journal Article|Research Support, Non-U.S. Gov't",include_candidate_design_unclear,"Ascorbic acid in idiopathic recurrent calcium urolithiasis in humans--does it have an abettor role in oxalate, and calcium oxalate crystallization?. | We evaluated ASC in blood and urine of fasting male patients with idiopathic calcium urolithiasis (ICU) and healthy volunteers.",vitamin c,,"Ascorbic acid in idiopathic recurrent calcium urolithiasis in humans--does it have an abettor role in oxalate, and calcium oxalate crystallization?. | The role of ascorbic acid (ASC) in the pathophysiology of renal calcium stones is not clear. | We evaluated ASC in blood and urine of fasting male patients with idiopathic calcium urolithiasis (ICU) and healthy volunteers.","ABSTRACT: Ascorbic acid in idiopathic recurrent calcium urolithiasis in humans--does it have an abettor role in oxalate, and calcium oxalate crystallization?. | The role of ascorbic acid (ASC) in the pathophysiology of renal calcium stones is not clear.",,False,automated_from_observed_title_abstract,9
B3,REC-PUBMED-1569652,1569652,Ascorbic acid overdosing: a risk factor for calcium oxalate nephrolithiasis.,Urivetzky M; Kessaris D; Smith AD,The Journal of urology,1992.0,10.1016/s0022-5347(17)37521-3,https://pubmed.ncbi.nlm.nih.gov/1569652/,Clinical Trial|Controlled Clinical Trial|Journal Article,include_candidate_design_unclear,Ascorbic acid overdosing: a risk factor for calcium oxalate nephrolithiasis.. | This amount would increase the risk of calcium oxalate urolithiasis.,vitamin c,,"Ascorbic acid overdosing: a risk factor for calcium oxalate nephrolithiasis.. | Before and after administration, successive 6-hour urine specimens were collected from the nephrostomy tube and from the contralateral kidney directly into a preservative to stabilize ascorbic acid and oxalate. | Urinary oxalate was then measured enzymatically after removal of ascorbic acid with sodium nitrite.","ABSTRACT: Ascorbic acid overdosing: a risk factor for calcium oxalate nephrolithiasis.. | Before and after administration, successive 6-hour urine specimens were collected from the nephrostomy tube and from the contralateral kidney directly into a preservative to stabilize ascorbic acid and oxalate. | Urinary oxalate was then measured enzymatically after removal of ascorbic acid with sodium nitrite.",,False,automated_from_observed_title_abstract,9
B3,REC-PUBMED-40130101,40130101,Public Interest in Vitamin C Supplementation During the COVID-19 Pandemic as a Potential Risk for Oxalate Nephrolithiasis.,Kemble JP; Liaw CW; Alamiri JM; Ungerer GN; Potretzke AM; Koo K,Cureus,2025.0,10.7759/cureus.79452,https://pubmed.ncbi.nlm.nih.gov/40130101/,Journal Article,include_candidate_design_unclear,"Public Interest in Vitamin C Supplementation During the COVID-19 Pandemic as a Potential Risk for Oxalate Nephrolithiasis.. | One potential harm of high-dose vitamin C supplementation is increased urinary oxalate, which may increase the risk of hyperoxaluria and oxalate kidney stones.",vitamin c,,"Public Interest in Vitamin C Supplementation During the COVID-19 Pandemic as a Potential Risk for Oxalate Nephrolithiasis.. | One potential harm of high-dose vitamin C supplementation is increased urinary oxalate, which may increase the risk of hyperoxaluria and oxalate kidney stones. | This study aims to evaluate public interest in vitamin C during the COVID-19 pandemic based on online search volume and to characterize variation in vitamin C interest as a potential contributor to kidney stone formation.","ABSTRACT: Public Interest in Vitamin C Supplementation During the COVID-19 Pandemic as a Potential Risk for Oxalate Nephrolithiasis.. | One potential harm of high-dose vitamin C supplementation is increased urinary oxalate, which may increase the risk of hyperoxaluria and oxalate kidney stones. | This study aims to evaluate public interest in vitamin C during the COVID-19 pandemic based on online search volume and to characterize variation in vitamin C interest as a potential contributor to kidney stone formation.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11932055/,False,automated_from_observed_title_abstract,7
B3,REC-PUBMED-19507407,19507407,Vitamin C with metabolites reduce oxalate levels compared to ascorbic acid: a preliminary and novel clinical urologic finding.,Moyad MA; Combs MA; Crowley DC; Baisley JE; Sharma P; Vrablic AS; Evans M,Urologic nursing,2009.0,,https://pubmed.ncbi.nlm.nih.gov/19507407/,Comparative Study|Journal Article|Randomized Controlled Trial,include_candidate,"The incidence and prevalence of kidney stones are notable and are projected to increase over the next decade. | Risk factors for kidney stones abound, but a prominent risk factor is hyperoxaluria, which has numerous etiologies, including vitamin C (ascorbic acid) dietary supplement intake.",vitamin c,,"Vitamin C with metabolites reduce oxalate levels compared to ascorbic acid: a preliminary and novel clinical urologic finding.. | The incidence and prevalence of kidney stones are notable and are projected to increase over the next decade. | Risk factors for kidney stones abound, but a prominent risk factor is hyperoxaluria, which has numerous etiologies, including vitamin C (ascorbic acid) dietary supplement intake.","ABSTRACT: Vitamin C with metabolites reduce oxalate levels compared to ascorbic acid: a preliminary and novel clinical urologic finding.. | Risk factors for kidney stones abound, but a prominent risk factor is hyperoxaluria, which has numerous etiologies, including vitamin C (ascorbic acid) dietary supplement intake. | This randomized, double-blind, crossover study examined the effects of two different vitamin C formulations and found that vitamin C with metabolites (Ester-C) significantly reduced urine oxalate levels compared to ascorbic acid.",,False,automated_from_observed_title_abstract,7
B3,REC-PUBMED-9429689,9429689,No contribution of ascorbic acid to renal calcium oxalate stones.,Gerster H,Annals of nutrition & metabolism,1997.0,10.1159/000177954,https://pubmed.ncbi.nlm.nih.gov/9429689/,Journal Article|Review,include_candidate_design_unclear,"Even though a certain part of oxalate in the urine derives from metabolized ascorbic acid (AA), the intake of high doses of vitamin C does not increase the risk of calcium oxalate kidney stones due to physiological regulatory factor: gastrointestinal absorption as well as renal tubular reabsorption of AA are saturable processes, and the metabolic transformation of AA to oxalate is limited as well. | But in the large-scale Harvard Prospective Health Professional Follow-Up Study, those groups in the highest quintile of vitamin C intake (> 1,500 mg/day) had a lower risk of kidney stones than the groups in the lowest quintiles.",vitamin c,"1,500 mg/day | 100 mg","No contribution of ascorbic acid to renal calcium oxalate stones.. | Even though a certain part of oxalate in the urine derives from metabolized ascorbic acid (AA), the intake of high doses of vitamin C does not increase the risk of calcium oxalate kidney stones due to physiological regulatory factor: gastrointestinal absorption as well as renal tubular reabsorption of AA are saturable processes, and the metabolic transformation of AA to oxalate is limited as well. | Older assays for urinary oxalate favored in vitro conversion of AA to oxalate during storage and processing of the samples.","ABSTRACT: No contribution of ascorbic acid to renal calcium oxalate stones.. | Even though a certain part of oxalate in the urine derives from metabolized ascorbic acid (AA), the intake of high doses of vitamin C does not increase the risk of calcium oxalate kidney stones due to physiological regulatory factor: gastrointestinal absorption as well as renal tubular reabsorption of AA are saturable processes, and the metabolic transformation of AA to oxalate is limited as well. | Recurrent stone formers and patients with renal failure who have a defect in AA or oxalate metabolism should restrict daily vitamin C intakes to approximately 100 mg.",,False,automated_from_observed_title_abstract,7
B3,REC-PUBMED-31748360,31748360,Acute oxalate nephropathy due to high vitamin C doses and exocrine pancreatic insufficiency.,Fijen L; Weijmer M,BMJ case reports,2019.0,10.1136/bcr-2019-231504,https://pubmed.ncbi.nlm.nih.gov/31748360/,Case Reports|Journal Article,include_candidate_design_unclear,Oxalate kidney injury can manifest as oxalate nephropathy or nephrolithiasis and present as acute kidney injury or even as end-stage renal disease.,vitamin c,,"Acute oxalate nephropathy due to high vitamin C doses and exocrine pancreatic insufficiency.. | Oxalate kidney injury can manifest as oxalate nephropathy or nephrolithiasis and present as acute kidney injury or even as end-stage renal disease. | There are several known causes for acute oxalate nephropathy; however, the combination of exocrine pancreatic insufficiency with overconsumption of vitamin C has not been described before.","ABSTRACT: Acute oxalate nephropathy due to high vitamin C doses and exocrine pancreatic insufficiency.. | There are several known causes for acute oxalate nephropathy; however, the combination of exocrine pancreatic insufficiency with overconsumption of vitamin C has not been described before. | We diagnosed acute oxalate nephropathy due to high vitamin C doses and exocrine pancreatic insufficiency.",https://pmc.ncbi.nlm.nih.gov/articles/PMC6887424/,False,automated_from_observed_title_abstract,6
B3,REC-PUBMED-28717544,28717544,Is it safe to prescribe ascorbic acid for urinary acidification in stone-forming patients with alkaline urine?,Noureldin YA; da Silva A; Fahmy N; Andonian S,Turkish journal of urology,2017.0,10.5152/tud.2017.02700,https://pubmed.ncbi.nlm.nih.gov/28717544/,Journal Article,include_candidate_design_unclear,"OBJECTIVE: To study the effect of ascorbic acid (AA) supplementation on urinary pH, metabolic stone workup parameters, and development of de novo urolithiasis in stone-forming patients. | Patients with recurrent urolithiasis who received AA supplementation as a urinary acidifying agent were included in the study.",vitamin c,,"Is it safe to prescribe ascorbic acid for urinary acidification in stone-forming patients with alkaline urine?. | OBJECTIVE: To study the effect of ascorbic acid (AA) supplementation on urinary pH, metabolic stone workup parameters, and development of de novo urolithiasis in stone-forming patients. | MATERIAL AND METHODS: A retrospective review of the patients followed-up at a tertiary stone centre between September 2009 and October 2015 was performed.","ABSTRACT: Is it safe to prescribe ascorbic acid for urinary acidification in stone-forming patients with alkaline urine?. | OBJECTIVE: To study the effect of ascorbic acid (AA) supplementation on urinary pH, metabolic stone workup parameters, and development of de novo urolithiasis in stone-forming patients.",https://pmc.ncbi.nlm.nih.gov/articles/PMC5503439/,False,automated_from_observed_title_abstract,6
B3,REC-PUBMED-26463139,26463139,"Total, Dietary, and Supplemental Vitamin C Intake and Risk of Incident Kidney Stones.",Ferraro PM; Curhan GC; Gambaro G; Taylor EN,American journal of kidney diseases : the official journal of the National Kidney Foundation,2016.0,10.1053/j.ajkd.2015.09.005,https://pubmed.ncbi.nlm.nih.gov/26463139/,"Journal Article|Research Support, N.I.H., Extramural",include_candidate,"Total, Dietary, and Supplemental Vitamin C Intake and Risk of Incident Kidney Stones.. | BACKGROUND: Previous studies of vitamin C and kidney stones were conducted mostly in men and either reported disparate results for supplemental and dietary vitamin C or did not examine dietary vitamin C.",vitamin c,,"Total, Dietary, and Supplemental Vitamin C Intake and Risk of Incident Kidney Stones.. | BACKGROUND: Previous studies of vitamin C and kidney stones were conducted mostly in men and either reported disparate results for supplemental and dietary vitamin C or did not examine dietary vitamin C. | OUTCOMES: Incident kidney stones.","ABSTRACT: Total, Dietary, and Supplemental Vitamin C Intake and Risk of Incident Kidney Stones.. | BACKGROUND: Previous studies of vitamin C and kidney stones were conducted mostly in men and either reported disparate results for supplemental and dietary vitamin C or did not examine dietary vitamin C. | After multivariable adjustment, total vitamin C intake (<90 [reference], 90-249, 250-499, 500-999, and ≥1,000mg/d) was not significantly associated with risk for kidney stones among women, but was among men (HRs of 1.00 [reference], 1.19 [95% CI, 0.99-1.46], 1.15 [95% CI, 0.93-1.42], 1.29 [95% CI, 1.04-1.60], and 1.43 [95% CI, 1.15-1.79], respectively; P for trend = 0.005).",https://pmc.ncbi.nlm.nih.gov/articles/PMC4769668/,False,automated_from_observed_title_abstract,6
B3,REC-PUBMED-29497551,29497551,A case of reversible hyperoxaluria nephropathy early after roux-en-y-gastric bypass induced by vitamin C intake.,Farhat S; Houssam A; Ghassaoui A; Khaled EA; El Khoury M,Oxford medical case reports,2016.0,10.1093/omcr/omw054,https://pubmed.ncbi.nlm.nih.gov/29497551/,Case Reports|Journal Article,include_candidate_design_unclear,A case of reversible hyperoxaluria nephropathy early after roux-en-y-gastric bypass induced by vitamin C intake..,vitamin c,,"A case of reversible hyperoxaluria nephropathy early after roux-en-y-gastric bypass induced by vitamin C intake.. | Oxalate nephropathy is a complication of RYGB that has been described earlier in the literature and may end with renal failure and dialysis if not recognized and treated early. | Here, we report a reversible case of oxalate nephropathy 3 months after RYGB in a 51-year-old patient.",ABSTRACT: A case of reversible hyperoxaluria nephropathy early after roux-en-y-gastric bypass induced by vitamin C intake..,https://pmc.ncbi.nlm.nih.gov/articles/PMC5782480/,False,automated_from_observed_title_abstract,6
B3,REC-PUBMED-15568291,15568291,Urinary oxalate excretion increases in home parenteral nutrition patients on a higher intravenous ascorbic acid dose.,Peña de la Vega L; Lieske JC; Milliner D; Gonyea J; Kelly DG,JPEN. Journal of parenteral and enteral nutrition,2004.0,10.1177/0148607104028006435,https://pubmed.ncbi.nlm.nih.gov/15568291/,"Journal Article|Research Support, U.S. Gov't, P.H.S.",include_candidate,"RESULTS: Thirteen patients (7 males/6 females) aged 63.1 +/- 12.2 years who had no history of nephrolithiasis and had received TPN for 55.9 +/- 78.8 months were enrolled. | CONCLUSIONS: In therapeutically used doses, IV vitamin C increases urinary oxalate excretion, potentially predisposing susceptible individuals to nephrolithiasis.",vitamin c,100 mg,Urinary oxalate excretion increases in home parenteral nutrition patients on a higher intravenous ascorbic acid dose.. | BACKGROUND: Vitamin C can be metabolized to oxalate. | Case reports have suggested an association between IV vitamin C and urinary oxalate excretion.,ABSTRACT: Urinary oxalate excretion increases in home parenteral nutrition patients on a higher intravenous ascorbic acid dose.. | BACKGROUND: Vitamin C can be metabolized to oxalate. | Case reports have suggested an association between IV vitamin C and urinary oxalate excretion.,,False,automated_from_observed_title_abstract,6
B3,REC-PUBMED-7371664,7371664,Effect of megadoses of ascorbic acid on serum and urinary oxalate.,Hatch M; Mulgrew S; Bourke E; Keogh B; Costello J,European urology,1980.0,10.1159/000473318,https://pubmed.ncbi.nlm.nih.gov/7371664/,Journal Article,include_candidate_design_unclear,"Urinary oxalate gradually increased during ascorbate intake and 7 days post cessation of ascorbate, rose unexpectedly for all subjects into the hyperoxaluric range.",vitamin c,8 g,"Effect of megadoses of ascorbic acid on serum and urinary oxalate.. | Serum and urinary oxalate was determined in 9 normal subjects, ingesting 8 g of ascorbic acid daily. | Serum oxalate levels increased to 310% of control values during supplementation.","ABSTRACT: Effect of megadoses of ascorbic acid on serum and urinary oxalate.. | Serum and urinary oxalate was determined in 9 normal subjects, ingesting 8 g of ascorbic acid daily. | Urinary oxalate gradually increased during ascorbate intake and 7 days post cessation of ascorbate, rose unexpectedly for all subjects into the hyperoxaluric range.",,False,automated_from_observed_title_abstract,6
B3,REC-PUBMED-21603151,21603151,Vitamin C-induced oxalate nephropathy.,Lamarche J; Nair R; Peguero A; Courville C,International journal of nephrology,2011.0,10.4061/2011/146927,https://pubmed.ncbi.nlm.nih.gov/21603151/,Case Reports|Journal Article,include_candidate_design_unclear,Intratubular crystallization of calcium oxalate as a result of hyperoxaluria can cause acute renal failure. | Hyperoxaluria occurs as a result of inherited enzymatic deficiencies known as primary hyperoxaluria or from exogenous sources known as secondary hyperoxaluria.,vitamin c,,Vitamin C-induced oxalate nephropathy.. | Intratubular crystallization of calcium oxalate as a result of hyperoxaluria can cause acute renal failure. | This type of renal failure is known as oxalate nephropathy.,ABSTRACT: Vitamin C-induced oxalate nephropathy.. | Vitamin C is metabolized to oxalate. | This article presents a clinical case in which ingestion of high amounts of vitamin C lead to oxalate nephropathy.,https://pmc.ncbi.nlm.nih.gov/articles/PMC3096888/,False,automated_from_observed_title_abstract,5
B3,REC-PUBMED-8146605,8146605,Ascorbic acid is an abettor in calcium urolithiasis: an experimental study.,Singh PP; Kiran R; Pendse AK; Gosh R; Surana SS,Scanning microscopy,1993.0,,https://pubmed.ncbi.nlm.nih.gov/8146605/,Journal Article,include_candidate_design_unclear,"Ascorbic acid is an abettor in calcium urolithiasis: an experimental study.. | Neither of the ascorbic acid doses given induced crystalluria, calcification or stone formation, thereby confirming our previous findings that ascorbic acid in the doses used by clinicians does not cause urolith formation.",vitamin c,100g | 60 mg,"Ascorbic acid is an abettor in calcium urolithiasis: an experimental study.. | Neither of the ascorbic acid doses given induced crystalluria, calcification or stone formation, thereby confirming our previous findings that ascorbic acid in the doses used by clinicians does not cause urolith formation. | In the second set of experiments, ascorbic acid was supplemented in hypercalciuric (induced by calcium carbonate feeding) and hyperoxaluric (induced by sodium oxalate feeding) animals for 45 days.","ABSTRACT: Ascorbic acid is an abettor in calcium urolithiasis: an experimental study.. | Neither of the ascorbic acid doses given induced crystalluria, calcification or stone formation, thereby confirming our previous findings that ascorbic acid in the doses used by clinicians does not cause urolith formation. | In the second set of experiments, ascorbic acid was supplemented in hypercalciuric (induced by calcium carbonate feeding) and hyperoxaluric (induced by sodium oxalate feeding) animals for 45 days.",,False,automated_from_observed_title_abstract,5
