report_id,record_id,pmid,question_ids,title,agent_provisional_study_id,agent_recommendation,linkage_evidence,trial_registration_ids,duplicate_cluster_ids,component_report_count,confidence,source_record_sha256,decision_authority,human_link_decision,human_study_id,verified_by,verified_at
RPT-PUBMED-29778365,REC-PUBMED-29778365,29778365,A1,Cerebral microbleeds and intracranial haemorrhage risk in patients anticoagulated for atrial fibrillation after acute ischaemic stroke or transient ischaemic attack (CROMIS-2): a multicentre observational cohort study.,AGENT-STUDY-C6DF2E96C94B,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,NCT02513316,,1,low,d4bca747282ac581cbbcb2b2483ccfbee0f7f202f37c22ba0eabc458fc2c1fb8,agent_prereview_only,,,,
RPT-PUBMED-29781049,REC-PUBMED-29781049,29781049,A1,Effects of vitamin K epoxide reductase complex 1 gene polymorphisms on warfarin control in Japanese patients with left ventricular assist devices (LVAD).,AGENT-STUDY-01AC8FA50EF6,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7a04e9a201498a949f8ffd644599c103126017cb3496d4a5c14b3ac8c4f93550,agent_prereview_only,,,,
RPT-PUBMED-29781069,REC-PUBMED-29781069,29781069,A1,Dual and triple antithrombotic therapies: current patterns of practice and controversies.,AGENT-STUDY-686F9C5DD1AB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,8cfa985b91fc4540a061d31b263000e69afa439ab5d20d892b6aad012532159c,agent_prereview_only,,,,
RPT-PUBMED-29782992,REC-PUBMED-29782992,29782992,B2,Single Ultra-High-Dose Cholecalciferol to Prevent Vitamin D Deficiency in Pediatric Hematopoietic Stem Cell Transplantation.,AGENT-STUDY-993DADFF0ECD,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,11e5d7689fee445f8da807e42f297635a920a6a1f72d81de73911f3adc35c9ba,agent_prereview_only,,,,
RPT-PUBMED-29783498,REC-PUBMED-29783498,29783498,A1,High carrier prevalence of combinatorial CYP2C9 and VKORC1 genotypes affecting warfarin dosing.,AGENT-STUDY-0069980CE6D1,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,92397cfdc8808a999cb44b46d0d971aaace6a981e68c86b730e0d1dd5079c206,agent_prereview_only,,,,
RPT-PUBMED-29785470,REC-PUBMED-29785470,29785470,A1,Four factor prothrombin complex concentrate for warfarin reversal in patients with left ventricular assist devices.,AGENT-STUDY-422E55D069F9,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,34c350988fcdd145a9e5d4a299abab3305d17577c8615e90d01a0baaedba0298,agent_prereview_only,,,,
RPT-PUBMED-29785661,REC-PUBMED-29785661,29785661,A1,Atrial fibrillation in dialysis patients: is there a place for non-vitamin K antagonist oral anticoagulants?,AGENT-STUDY-3A7A6BF5D856,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,5a3b2a174e87d6cccda3fb016c624f1d3fa01021051c6f0251d7498b5c81da41,agent_prereview_only,,,,
RPT-PUBMED-29786188,REC-PUBMED-29786188,29786188,B2,[A young girl with recurrent calculosis and hypercalcemia].,AGENT-STUDY-14321FB2BEB1,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,647ccce3f8f3e2e0b015d83db6934c275a8e3e2c5618cd7a11c111ffa3b0d3b2,agent_prereview_only,,,,
RPT-PUBMED-29786466,REC-PUBMED-29786466,29786466,B1,Mineralo-organic nanoparticles in health and disease: an overview of recent findings.,AGENT-STUDY-A6C4B8589388,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,5bf30c0df764c1185de1671766c032f6ef121783ada8ff97d7f3090fe0c9ed85,agent_prereview_only,,,,
RPT-PUBMED-29786530,REC-PUBMED-29786530,29786530,A1,Meta-analysis of safety and efficacy of oral anticoagulants in patients requiring catheter ablation for atrial fibrillation.,AGENT-STUDY-2DAD978A6991,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,b3e980e44b469e38035e7ad4506b9839005917169f960079c058fe632fee6ff3,agent_prereview_only,,,,
RPT-PUBMED-29789046,REC-PUBMED-29789046,29789046,A1,Management of Venous Thromboembolism in the Elderly: A Review of the Non-Vitamin K Oral Anticoagulants.,AGENT-STUDY-5A2B1E8DEB02,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,6e7798a36f97c99466a301e091543123b88528afa037f1765c5b9905e64c6b93,agent_prereview_only,,,,
RPT-PUBMED-29789105,REC-PUBMED-29789105,29789105,A1,Oral Anticoagulation in Chronic Kidney Disease and Atrial Fibrillation.,AGENT-STUDY-0D6C5A5E370E,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7683bcbc8af20667655c1ec58f24d49ba9fbd4ab5de5167d6d0f8630546fc4d8,agent_prereview_only,,,,
RPT-PUBMED-29790365,REC-PUBMED-29790365,29790365,A1,Non-vitamin K antagonist oral anticoagulants in atrial fibrillation patients with bioprosthetic valves.,AGENT-STUDY-0A42FEC85F87,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,52879e56580ede5134c7e062acd4ceca2026545235270c144de98c4e05bcba33,agent_prereview_only,,,,
RPT-PUBMED-29793229,REC-PUBMED-29793229,29793229,A1,The CYP2C9 polymorphism: from enzyme kinetics to clinical dose recommendations.,AGENT-STUDY-B7FD62A7287F,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,309d6d7d93cb49f389b12ee59207e101d2cee6e53903d664e8658fb2c2a2433e,agent_prereview_only,,,,
RPT-PUBMED-29794081,REC-PUBMED-29794081,29794081,A1,Periprocedural Outcomes of Direct Oral Anticoagulants Versus Warfarin in Nonvalvular Atrial Fibrillation.,AGENT-STUDY-3F095B4973CF,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a41844f92f8896b28289bd311aa2c00bfc9b03184e322e0742d0ec67beb4b446,agent_prereview_only,,,,
RPT-PUBMED-29795629,REC-PUBMED-29795629,29795629,A1,Efficacy and safety of direct oral anticoagulants approved for cardiovascular indications: Systematic review and meta-analysis.,AGENT-STUDY-58677EE9C0CE,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7855dfe319640fb55f2768773d552cc772f4dacce53b8fe4f1eb42e8a24ff4e5,agent_prereview_only,,,,
RPT-PUBMED-29797208,REC-PUBMED-29797208,29797208,A1,Safety and effectiveness of direct oral anticoagulants following ultrasound-assisted catheter directed thrombolysis for venous thromboembolism.,AGENT-STUDY-4233372E4392,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ed3dac898f49bce765644dc76270f0755ac2309ca8511fa8b046e2f1745eaddd,agent_prereview_only,,,,
RPT-PUBMED-29798688,REC-PUBMED-29798688,29798688,A1,Thirteen-year trend in the persistence with vitamin K antagonists for venous thromboembolism in the UK: a cohort study.,AGENT-STUDY-AFA8A8059776,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,02aed7d1c8d5499c0cef3583ab5f4121262a1fd749cf13b38bc073133be84318,agent_prereview_only,,,,
RPT-PUBMED-29803667,REC-PUBMED-29803667,29803667,B3,Relationships between enteral nutrition facts and urinary stones in a cohort of pediatric patients in rehabilitation from severe acquired brain injury.,AGENT-STUDY-7D1C74F0F873,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,79bb22c11faa74f95d3327963fea402e75dc2802108df44cd8a77abb7424bc92,agent_prereview_only,,,,
RPT-PUBMED-29809158,REC-PUBMED-29809158,29809158,B2,SLC34A3 Intronic Deletion in an Iranian Kindred with Hereditary Hypophosphatemic Rickets with Hypercalciuria.,AGENT-STUDY-4201FE2DCFB6,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,65839a0fb22274dfe73748773cf4d8f76b9b8cc845d60f334c43fbee0fbadc1c,agent_prereview_only,,,,
RPT-PUBMED-29843897,REC-PUBMED-29843897,29843897,A1,Major bleeding with old and novel oral anticoagulants: How to manage it. Focus on reversal agents.,AGENT-STUDY-D853EDA0EBE2,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,d30c4cada3cd5b6798f02b00185d0cf4a7ef83bda847272aa850355db1ca867f,agent_prereview_only,,,,
RPT-PUBMED-29848235,REC-PUBMED-29848235,29848235,B2,"American Thyroid Association Statement on Postoperative Hypoparathyroidism: Diagnosis, Prevention, and Management in Adults.",AGENT-STUDY-BCBEA210DD45,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,68671a30ded3c60658c78a84c4d1392c6179f84471e18896dbbc2d9d14e42752,agent_prereview_only,,,,
RPT-PUBMED-29848449,REC-PUBMED-29848449,29848449,A1,Biological versus mechanical heart valve prosthesis during pregnancy in women with congenital heart disease.,AGENT-STUDY-00EA24D838A5,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,fc77638f930777de1200588de6f791271c28ee1594d80b6aa8a0bcbb39705d1a,agent_prereview_only,,,,
RPT-PUBMED-29851903,REC-PUBMED-29851903,29851903,A1,In vitro effects of a kaolin-coated hemostatic dressing on anticoagulated blood.,AGENT-STUDY-914096DD8550,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,bd76e699e6d08d4ad70edb4ca05a3e477c9af082ff9a1a4b5d03eedce43b0696,agent_prereview_only,,,,
RPT-PUBMED-29853278,REC-PUBMED-29853278,29853278,A1,Major bleeding with old and novel oral anticoagulants: How to manage it. Focus on general measures.,AGENT-STUDY-A13C8ED4C5AE,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,c91524b120d5115a9e66e88d8503752aebc43d85b121043faffba4da3399cb7e,agent_prereview_only,,,,
RPT-PUBMED-29855865,REC-PUBMED-29855865,29855865,A1,Creatinine Versus Cystatin C: Differing Estimates of Renal Function in Hospitalized Veterans Receiving Anticoagulants.,AGENT-STUDY-F1BE7DDEDD92,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,d32e550038a6cd48b9ebf0dee69291505f53cd1f55161a23ba7206a6dac259ae,agent_prereview_only,,,,
RPT-PUBMED-29855999,REC-PUBMED-29855999,29855999,A2,Peri-operative Medication Dosing in Adult Obese Elective Surgical Patients: A Systematic Review of Clinical Studies.,AGENT-STUDY-9FCB3DC64980,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,368ba3b5213b3e1b4fa3a5e4957808b028bf0d5534710556a1f07bcc881c26f5,agent_prereview_only,,,,
RPT-PUBMED-29856471,REC-PUBMED-29856471,29856471,A1,Anticoagulation for people with cancer and central venous catheters.,AGENT-STUDY-4E0C0AD52CD5,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,54f4ff1d3abe0570513d29f69923f0fe4bd80488e4a6cf419a76d60404e4ea0d,agent_prereview_only,,,,
RPT-PUBMED-29860595,REC-PUBMED-29860595,29860595,A1,Is the prescription right? A review of non-vitamin K antagonist anticoagulant (NOAC) prescriptions in patients with non-valvular atrial fibrillation. Safe prescribing in atrial fibrillation and evaluation of non-vitamin K oral anticoagulants in stroke prevention (SAFE-NOACS) group.,AGENT-STUDY-474E74948945,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,8f35871e13719778df2f85b274182eaa0535ecdfdd9c45d8d49b1db2052dd3b0,agent_prereview_only,,,,
RPT-PUBMED-29861295,REC-PUBMED-29861295,29861295,A1,"Stroke prevention, 1-year clinical outcomes and healthcare resource utilization in patients with atrial fibrillation in France: Data from the GARFIELD-AF registry.",AGENT-STUDY-840D8506F0E7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9356af07c1b6af3f7a5d4044567bc8df5388acfbfe77b8ea1fb1685c0e010e09,agent_prereview_only,,,,
RPT-PUBMED-29863094,REC-PUBMED-29863094,29863094,A1,Comparison Between Long-Term Clinical Outcomes of Vitamin K Antagonist and Direct Oral Anticoagulants in Patients With Atrial Fibrillation Undergoing Percutaneous Coronary Intervention.,AGENT-STUDY-B9F7D7FD18C1,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,343ab892e6aaa0c5c752b829dd55788660eb385974607a3161f8581a48671111,agent_prereview_only,,,,
RPT-PUBMED-29864777,REC-PUBMED-29864777,29864777,A1,New Anticoagulant Agents: Incidence of Adverse Drug Reactions and New Signals Thereof.,AGENT-STUDY-0F34B1F98DC8,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7d443d94023214c5f9564de8ad31e4b939721b5fd40aae69ccbefc9c98226e38,agent_prereview_only,,,,
RPT-PUBMED-29868905,REC-PUBMED-29868905,29868905,A1,Thrombo-embolic events in left ventricular endocardial pacing: long-term outcomes from a multicentre UK registry.,AGENT-STUDY-4BC936D9E746,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,6fa1feef28acf0ef5f40a575c0671f5145faf40da0ec55497f35cc7f92f3200e,agent_prereview_only,,,,
RPT-PUBMED-29875967,REC-PUBMED-29875967,29875967,B2,[Neonatal cytosteatonecrosis complicated by major hypercalcemia].,AGENT-STUDY-68E657CF5D90,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,72917c244276c23e26907943887fa663e9d9c97c4fd88aaab201962415434ba2,agent_prereview_only,,,,
RPT-PUBMED-29876713,REC-PUBMED-29876713,29876713,A1,Non-vitamin K antagonist oral anticoagulants for the treatment of intracardiac thrombosis.,AGENT-STUDY-65087808C4E3,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,1eb3e94c8e575dba847896371cd3e4ae5eb68afe04e96fa0ed7b5b49f5e34fc1,agent_prereview_only,,,,
RPT-PUBMED-29877660,REC-PUBMED-29877660,29877660,A1,Efficacy and safety of oral anticoagulant therapy in frail patients with atrial fibrillation.,AGENT-STUDY-5DC8FE7ABE46,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2753e417075729adcf432c099a35e5058699a78aebc161a68db63b71ccc92537,agent_prereview_only,,,,
RPT-PUBMED-29877778,REC-PUBMED-29877778,29877778,A1,Home Management of Warfarin Treatment Through a Real-Time Supervised Telemedicine Solution: A Randomized Controlled Trial.,AGENT-STUDY-ADAEECDA2F1C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,f1463a85950c42958ca5b8ffedd492609b245b9dc5f3356f9ef90172e6127441,agent_prereview_only,,,,
RPT-PUBMED-29879893,REC-PUBMED-29879893,29879893,A1,Perception of Patients Regarding Burdens and Benefits of Vitamin K Antagonists Among Patients with Nonvalvular Atrial Fibrillation.,AGENT-STUDY-AAE256F642AA,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ccc78d8a0af3169f107303b081f77bd1ba6e87f423cf00835144cfc481a00d78,agent_prereview_only,,,,
RPT-PUBMED-29882003,REC-PUBMED-29882003,29882003,B2,Prevalence and risk factors for hypercalcemia among non-dialysis patients with chronic kidney disease-mineral and bone disorder.,AGENT-STUDY-311451D13773,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,387ce9970b6be624269803f6a1792adedb883978fbcb4e8fb45f9385bd793a3e,agent_prereview_only,,,,
RPT-PUBMED-29882202,REC-PUBMED-29882202,29882202,A1,Time in Therapeutic Range of Oral Vitamin K Antagonists in Hospitalized Elderly Patients.,AGENT-STUDY-8EA561693AA9,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3f5b7a89ee8a722cb50c307d4f34608e94d4fec129a32517fcedb54f0a05e81a,agent_prereview_only,,,,
RPT-PUBMED-29883396,REC-PUBMED-29883396,29883396,B3,No Reported Renal Stones with Intravenous Vitamin C Administration: A Prospective Case Series Study.,AGENT-STUDY-FEC2F7F5DEF5,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,d3d66d80d2d7ac3dae16b2bfc648a9374d3b430563c4ed3189ae4fed08a53343,agent_prereview_only,,,,
RPT-PUBMED-29885678,REC-PUBMED-29885678,29885678,A1,The safety and efficacy of non-vitamin K antagonist oral anticoagulants in atrial fibrillation in the elderly.,AGENT-STUDY-180A7EA14793,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ebe9a288c2cd58256ea656ab12eb77c9f91fb8515d52c0ae1790141acbe87415,agent_prereview_only,,,,
RPT-PUBMED-29891182,REC-PUBMED-29891182,29891182,A1,Safety of Direct Oral Anticoagulants and Vitamin K Antagonists in Oldest Old Patients: A Prospective Study.,AGENT-STUDY-D8A4FA4C3532,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,53da9c599e6040d244033a50bb822d2444919afbbdd921cbc31b6262e4f816ce,agent_prereview_only,,,,
RPT-PUBMED-29891376,REC-PUBMED-29891376,29891376,A1,Investigation of hepatic warfarin metabolism activity in rodenticide-resistant black rats (Rattus rattus) in Tokyo by in situ liver perfusion.,AGENT-STUDY-02D0AE1FC742,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,768e9bac574879e5c68e0521d97acfb1e57abb1f9cf8b53341cbe423b01c310d,agent_prereview_only,,,,
RPT-PUBMED-29895622,REC-PUBMED-29895622,29895622,A1,Prothrombin conversion is accelerated in the antiphospholipid syndrome and insensitive to thrombomodulin.,AGENT-STUDY-F71507A6460D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,6b0a3b066b268e07ed82424834b9e0e1e4abdc2a859d2e4fe10f4703f9329e91,agent_prereview_only,,,,
RPT-PUBMED-29898844,REC-PUBMED-29898844,29898844,A1,"An open-Label, 2 × 2 factorial, randomized controlled trial to evaluate the safety of apixaban vs. vitamin K antagonist and aspirin vs. placebo in patients with atrial fibrillation and acute coronary syndrome and/or percutaneous coronary intervention: Rationale and design of the AUGUSTUS trial.",AGENT-STUDY-F6B5ED09264C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,0faace8247fa6e893491603d8a32368d5c31b978ca5f70550e12df751d87eef9,agent_prereview_only,,,,
RPT-PUBMED-29898846,REC-PUBMED-29898846,29898846,A1,"Time to therapeutic range (TtTR), anticoagulation control, and cardiovascular events in vitamin K antagonists-naive patients with atrial fibrillation.",AGENT-STUDY-A7A8DFFB2EAF,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,665c3239a65a940f9a6d4bd3b47649811778da01abaec0c81e7b5868993fe9fd,agent_prereview_only,,,,
RPT-PUBMED-29898848,REC-PUBMED-29898848,29898848,A1,Oral anti-Xa anticoagulation after trans-aortic valve implantation for aortic stenosis: The randomized ATLANTIS trial.,AGENT-STUDY-6646C668330D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,NCT02664649,,1,low,59888a39196089155f0aff2bcde9d103d8b1c399e05d525f726ee72bc013d369,agent_prereview_only,,,,
RPT-PUBMED-29902012,REC-PUBMED-29902012,29902012,B2,Tumor-Targeted Nanoparticles Deliver a Vitamin D-Based Drug Payload for the Treatment of EGFR Tyrosine Kinase Inhibitor-Resistant Lung Cancer.,AGENT-STUDY-85E5884843F7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,300beab3bcfff9e07b3cbf8c4c2a33bc458d8721bd51cf37469aedfa36b83950,agent_prereview_only,,,,
RPT-PUBMED-29903520,REC-PUBMED-29903520,29903520,A1,A meta-analysis of randomized controlled trials of uninterrupted periprocedural anticoagulation strategy in patients undergoing atrial fibrillation catheter ablation.,AGENT-STUDY-B683A9C2EB28,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,c247a0362e1a0f0d983743ca197dafb67d03bdb3e150f5a8e5667e712fdb98d9,agent_prereview_only,,,,
RPT-PUBMED-29909576,REC-PUBMED-29909576,29909576,A1,"Comparative risks of bleeding, ischemic stroke and mortality with direct oral anticoagulants versus phenprocoumon in patients with atrial fibrillation.",AGENT-STUDY-E87090F2FDFF,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3005be6126f44c2020535bdee22e3542c15da921016700a64ed7bd6b17379eee,agent_prereview_only,,,,
RPT-PUBMED-29910583,REC-PUBMED-29910583,29910583,A1,Practical perspectives on the use of non-vitamin K antagonist oral anticoagulants for stroke prevention in patients with nonvalvular atrial fibrillation: A view from the Middle East and North Africa.,AGENT-STUDY-3F673A92A647,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,41c13a16b035f7d2078bc0a01d27ebdc6047c56460e5d70b5dc43c5f39e16f3a,agent_prereview_only,,,,
RPT-PUBMED-29915905,REC-PUBMED-29915905,29915905,A1,Antithromboembolic Strategies for Patients with Atrial Fibrillation Undergoing Percutaneous Coronary Intervention.,AGENT-STUDY-462A280CB9D7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2e787bee0a39087b9d4e2cb79d2db8b0fcc055e7f093861963b14d7fc64680b7,agent_prereview_only,,,,
RPT-PUBMED-29920657,REC-PUBMED-29920657,29920657,A1,Anticoagulation for the long-term treatment of venous thromboembolism in people with cancer.,AGENT-STUDY-95E86149DC6C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,236e72319541accce7fb376cd59e3e66eae5a8954505aa365dc87e753927c05e,agent_prereview_only,,,,
RPT-PUBMED-29920705,REC-PUBMED-29920705,29920705,A1,"Trends and Variation in Oral Anticoagulant Choice in Patients with Atrial Fibrillation, 2010-2017.",AGENT-STUDY-D490A30D8EC7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,71924a3b2c4612b1081182bf2ac44c453e7ca442cc98a0b346841d1180e93892,agent_prereview_only,,,,
RPT-PUBMED-29926118,REC-PUBMED-29926118,29926118,A1,[Bridging anticoagulation in patients receiving vitamin K antagonists : Current status].,AGENT-STUDY-55E1CDA9B76D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,503667ee12ca851597543a1b21715d276f89f93469e12234adfd79be990894d7,agent_prereview_only,,,,
RPT-PUBMED-29926935,REC-PUBMED-29926935,29926935,B2,"Bacteria, Bones, and Stones: Managing Complications of Short Bowel Syndrome.",AGENT-STUDY-C5245F84C1D5,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,c0ee983892659533ef2c5046acc8efa113c069812af108763125ca450e4aa405,agent_prereview_only,,,,
RPT-PUBMED-29928315,REC-PUBMED-29928315,29928315,A1,Non-vitamin K Antagonist Oral Anticoagulant After Acute Coronary Syndrome: Is There a Role?,AGENT-STUDY-B98203181B92,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7754ae532795cd2a8551b28c7b4d3b29e3930f7f209af8a5d46d0c11ba9a5fba,agent_prereview_only,,,,
RPT-PUBMED-29929382,REC-PUBMED-29929382,29929382,A1,Conservative Management of Overanticoagulation in Patients With Low-Moderate Risk for Bleeding Complications.,AGENT-STUDY-D52C0DEEF5E9,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,d98fe4f1e3e7dcda133187988a39972bf24dce164c554bb4b6a8856ac03dceeb,agent_prereview_only,,,,
RPT-PUBMED-29930151,REC-PUBMED-29930151,29930151,A1,"Warfarin, a juggler's demise.",AGENT-STUDY-70A6B43F62D7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,0506e33a5b12217d51a9267858c4e26a5a461007b610118ddb3e0124d019ab8c,agent_prereview_only,,,,
RPT-PUBMED-29935043,REC-PUBMED-29935043,29935043,A1,The pediatric acenocoumarol dosing algorithm: the Children Anticoagulation and Pharmacogenetics Study.,AGENT-STUDY-34EB98F0ABF8,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a83a8385836d79aa4f1d0edc471e0c5842a21acb8c917b43a49bac241c08e9aa,agent_prereview_only,,,,
RPT-PUBMED-29938243,REC-PUBMED-29938243,29938243,A1,Effects of anticoagulation therapy with vitamin K antagonists on hospitalizations and emergency room accesses in Grosseto (Italy).,AGENT-STUDY-772EAEFC9BAB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9d63c5212dcfd4a5a47927e2d728e316850f08448d5da566a900ae13df41b76c,agent_prereview_only,,,,
RPT-PUBMED-29939320,REC-PUBMED-29939320,29939320,B2,Distinct phenotype of kidney stone formers with renal phosphate leak.,AGENT-STUDY-E6816CA9CD95,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,09b06c51e4d727f51c4d161fd1d0a4312f1d99028084224e9b1862263c439abb,agent_prereview_only,,,,
RPT-PUBMED-29945596,REC-PUBMED-29945596,29945596,A1,Is fast reversal and early surgery (within 24 h) in patients on warfarin medication with trochanteric hip fractures safe? A case-control study.,AGENT-STUDY-1943021800C2,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,06193a27e68b8182a5d75e4fa62b84abfd01be9b235a3912cc631017bafe5219,agent_prereview_only,,,,
RPT-PUBMED-29945808,REC-PUBMED-29945808,29945808,A1,Incidence of thromboembolic events following atrial fibrillation catheter ablation and rate control strategies according to the kind of oral anticoagulation: A systematic review and meta-analysis.,AGENT-STUDY-75D546C82C73,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,910594d1b805a7fc84e3980639c7b7e6cddb9d1f9a4b3c00d6a14cc1d6ec61b6,agent_prereview_only,,,,
RPT-PUBMED-29946112,REC-PUBMED-29946112,29946112,A1,Antithrombotic therapy for venous thromboembolism in myeloproliferative neoplasms.,AGENT-STUDY-3B587B3ACB22,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2a5d2780a9e0a22bcc1812f163c5096889096070ef548977a8b8ba747fa55de2,agent_prereview_only,,,,
RPT-PUBMED-29946255,REC-PUBMED-29946255,29946255,A1,Net Clinical Benefit of Non-vitamin K Antagonist Oral Anticoagulants for Venous Thromboembolism Prophylaxis in Patients With Cancer: A Systematic Review and Trade-Off Analysis From 9 Randomized Controlled Trials.,AGENT-STUDY-6D50B270AD57,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,e04ca1dc62f2d056973256649f69e296670920c685542f867412868baf20a176,agent_prereview_only,,,,
RPT-PUBMED-29946874,REC-PUBMED-29946874,29946874,A1,[Bridging anticoagulation in patients receiving vitamin K antagonists : Current status].,AGENT-STUDY-059B42965FEC,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,0ac2a3c2e4e9d534c150e62f5083d3a0ae0443da156a18eff62d4fd74a029b25,agent_prereview_only,,,,
RPT-PUBMED-29948024,REC-PUBMED-29948024,29948024,A2,Transvenous Versus Epicardial Pacing in Fontan Patients.,AGENT-STUDY-6C8B5A61BA99,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,b434944d037a06e1d1170969358745e76152558b4b51b0fed5914db2c1612cd9,agent_prereview_only,,,,
RPT-PUBMED-29948370,REC-PUBMED-29948370,29948370,A1,Direct comparative effectiveness and safety between non-vitamin K antagonist oral anticoagulants for stroke prevention in nonvalvular atrial fibrillation: a systematic review and meta-analysis of observational studies.,AGENT-STUDY-8BC03B719A7B,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,6cc28dd97b9d745b0c141de62f2b1c2901ffd554729f8872add99ea8f174e9b0,agent_prereview_only,,,,
RPT-PUBMED-29953696,REC-PUBMED-29953696,29953696,A1,Fatal oral anticoagulant-related intracranial hemorrhage: a systematic review and meta-analysis.,AGENT-STUDY-1C248EE0647B,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,d1fec7be04fa9afd537710aca9c915ef6daf04ff2b91d72df333d863361ddebd,agent_prereview_only,,,,
