retrieval_id,record_id,question_id,nct_id,brief_title,overall_status,agent_recommendation,recommendation_reason,matched_population_terms,matched_exposure_terms,matched_outcome_terms,uncertainty_flags,registry_url,source_context_sha256,decision_authority,human_decision
RET-A1-CTGOV-NCT02219984,REC-CTGOV-NCT02219984,A1,NCT02219984,START-Register: Survey on Anticoagulated Patients Register,RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02219984,81d8df3f717acf0d435bc05627b9de2c8a274b0dcb881ea428bb793d61a4d4ac,agent_prereview_only,
RET-A1-CTGOV-NCT07011095,REC-CTGOV-NCT07011095,A1,NCT07011095,DOAC or VKA in Patients With AF and Stroke While on DOAC - a Pilot Trial,NOT_YET_RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT07011095,37b4799b80756b241fefcf5ffe2d0b64a0b4ad1eb3fc7654077c547fee6783fc,agent_prereview_only,
RET-A1-CTGOV-NCT02324686,REC-CTGOV-NCT02324686,A1,NCT02324686,Vitamin K Supplementation in Patients on Hemodialysis,COMPLETED,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,warfarin,vitamin k1,inr,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02324686,1265c168d57d864f40133dc556288e16a8d74242e42e7e96556cdeadc89ab52e,agent_prereview_only,
RET-A1-CTGOV-NCT02610153,REC-CTGOV-NCT02610153,A1,NCT02610153,"Subtherapeutic INR Levels in Patients With AVK: Incidence, Associated Factors, Prognosis and Control Strategies",COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,inr,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02610153,803165c332612353b9551e8285a5f981dac14ec045bc836181dd1926e145e5f6,agent_prereview_only,
RET-A1-CTGOV-NCT02740335,REC-CTGOV-NCT02740335,A1,NCT02740335,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,bleeding,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02740335,04580a95505cc409d7c8d18de4e288f2afdce810308299e60c0948bade07a32e,agent_prereview_only,
RET-A1-CTGOV-NCT02640222,REC-CTGOV-NCT02640222,A1,NCT02640222,APIXABAN in the Prevention of Stroke and Systemic Embolism in Patients With Atrial Fibrillation in Real-Life Setting in France SNIIRAM Study,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02640222,176772cab67a1ad317935f020bf6890aef122928c97f0c3a8de0325d1de360ed,agent_prereview_only,
RET-A1-CTGOV-NCT02318342,REC-CTGOV-NCT02318342,A1,NCT02318342,Assessment of TRanscathetEr and Surgical Aortic BiOprosthetic Valve Thrombosis and Its TrEatment With Anticoagulation,RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,thrombosis,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02318342,9bc4c9d3bc3ab22ffa4c14912a5c6b18390b9484de75d605543873e9f5c494aa,agent_prereview_only,
RET-A1-CTGOV-NCT00911300,REC-CTGOV-NCT00911300,A1,NCT00911300,Evaluation of Fondaparinux in Patients With a Heart Rhythm Disturbance Who Undergo Restoration of Normal Heart Rhythm,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT00911300,1e3e186c8bdedbd4c2755b9ca909a354ae45423ab4684775865371f30fdc633a,agent_prereview_only,
RET-A1-CTGOV-NCT02427516,REC-CTGOV-NCT02427516,A1,NCT02427516,Cost of Monitoring Patients Treated With Vitamin K Antagonists in Spain,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02427516,f71de8c62b8bee80c7b45e5ce18980bd262359d537482b5ffa412b05c921d1b3,agent_prereview_only,
RET-A1-CTGOV-NCT04045665,REC-CTGOV-NCT04045665,A1,NCT04045665,Anticoagulation for New-Onset Post-Operative Atrial Fibrillation After CABG,RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,bleeding,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT04045665,adfce79689f1315d66114fc0016aa9b8fa82ab2e01f34024b08a083c9d2a49a3,agent_prereview_only,
RET-A1-CTGOV-NCT05273775,REC-CTGOV-NCT05273775,A1,NCT05273775,A Pharmacokinetic Study to Evaluate the Drug Interaction Between HRS5091 and Probe Drugs in Healthy Volunteers,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,warfarin,vitamin k1,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT05273775,03adb03a61fc06588ec4ae4a63986d298fde5f334a7db1d0334908304560811e,agent_prereview_only,
RET-A1-CTGOV-NCT01036802,REC-CTGOV-NCT01036802,A1,NCT01036802,Anticoagulation For Pulmonary Hypertension in Sickle Cell Disease,TERMINATED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk|inactive_or_stopped,https://clinicaltrials.gov/study/NCT01036802,e314e4f7c4c12381ce5dcc0f17fa8c95477e59450ba397fe3786420e957f4985,agent_prereview_only,
RET-A1-CTGOV-NCT02565836,REC-CTGOV-NCT02565836,A1,NCT02565836,Fixed-dose Activated Versus Variable-dose Inactivated Prothrombin Complex Concentrate for Warfarin-associated Major Bleed,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02565836,a6d45b2fc3de6f736abf4d7250cdd0172922b5d41928935e9ec33846b2582275,agent_prereview_only,
RET-A1-CTGOV-NCT01520402,REC-CTGOV-NCT01520402,A1,NCT01520402,Genetic Response to Warfarin in Healthy Subjects,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT01520402,3c0b2464d862e97745d39a80c06dbbeb0a2911374174a69a2d54d975fe00f18e,agent_prereview_only,
RET-A1-CTGOV-NCT04437654,REC-CTGOV-NCT04437654,A1,NCT04437654,The Efficacy and Safety of Non-vItamiN K antaGonist oraL Anticoagulants for intermEdiate Stroke Risk in Patients With Atrial Fibrillation (SINGLE-AF),COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT04437654,bd96788da4ca039d24267afbc2b1d0535c0686bb528707798e4a55f142753275,agent_prereview_only,
RET-A1-CTGOV-NCT05022758,REC-CTGOV-NCT05022758,A1,NCT05022758,A Study to Learn Whether There Are Differences in the Kidney's Ability to Work Properly in Korean Patients With Non-valvular Atrial Fibrillation (Irregular and Often Rapid Heartbeat Not Caused by a Heart Valve Problem) Treated With Rivaroxaban as Compared to Those Treated With Warfarin,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT05022758,0fcddbfbdfd952ba129daf2c6617988ca653dba931d38f0e756755292c324266,agent_prereview_only,
RET-A1-CTGOV-NCT04718740,REC-CTGOV-NCT04718740,A1,NCT04718740,A Drug-drug Interaction Study Of Fluzoparib (SHR3162) on Patients With Recurrent Ovarian Cancer,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT04718740,d63ea2d093cd9b37090ca485d2d38689eb858ce3b0ef86af0a731da07514db86,agent_prereview_only,
RET-A1-CTGOV-NCT00966290,REC-CTGOV-NCT00966290,A1,NCT00966290,Anticoagulant Clinics and Vitamin K Antagonists,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin|acenocoumarol,,coagulation,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT00966290,923c9f8d2c786a787870f1cfc84bc30e110c27acb8f8666552c730f2f759febe,agent_prereview_only,
RET-A1-CTGOV-NCT03359876,REC-CTGOV-NCT03359876,A1,NCT03359876,Clinical Outcomes Among Non-valvular Atrial Fibrillation Patients With Renal Dysfunction,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT03359876,b96617dce41add482c493d16a2ba8902d58d30ef40d0a89155a53d468e171157,agent_prereview_only,
RET-A1-CTGOV-NCT07185295,REC-CTGOV-NCT07185295,A1,NCT07185295,Short-term Interruption Versus Continuous Anticoagulation in Colorectal Polypectomy,ACTIVE_NOT_RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT07185295,d5d279681f59702eef22be3dec8019aed55fb48cb94b870f73f9f59266d036ab,agent_prereview_only,
RET-A1-CTGOV-NCT00970619,REC-CTGOV-NCT00970619,A1,NCT00970619,DUTCH CAVA-trial: CAtheter Versus Anticoagulation Alone for Acute Primary (Ilio)Femoral DVT.,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,thrombosis,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT00970619,b992ad99031e26f70aa33253c8459d65b160867551a75dc0b5b29ee8d76c01e6,agent_prereview_only,
RET-A1-CTGOV-NCT01400646,REC-CTGOV-NCT01400646,A1,NCT01400646,A Study to Explore the Pharmacodynamic Changes When Transitioning From Rivaroxaban to Warfarin in Healthy Volunteers,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT01400646,14f4fde8f7f0a8663576e5b5caac61e769bfe112a580eedaa5ae9005f8f5d54d,agent_prereview_only,
RET-A1-CTGOV-NCT00355290,REC-CTGOV-NCT00355290,A1,NCT00355290,Changes in Oral Vitamin K Intake for Optimization of Chronic Oral Anticoagulation: A Randomized Trial,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,coagulation,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT00355290,45d83528c24555027a0b86b2cde850a3b3d59a0bf0a491058bd792bb9c537b32,agent_prereview_only,
RET-A1-CTGOV-NCT04002011,REC-CTGOV-NCT04002011,A1,NCT04002011,DOAC Versus VKA After Cardiac Surgery,WITHDRAWN,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,bleeding,known_query_lexical_risk|inactive_or_stopped,https://clinicaltrials.gov/study/NCT04002011,7e47530244c7ce07c48194d5db5ace814205ea7c9e523e01c8af5f6454bc4a4a,agent_prereview_only,
RET-A1-CTGOV-NCT07496281,REC-CTGOV-NCT07496281,A1,NCT07496281,OPTIA-AF Trial: Rhythm-Guided Antithrombotic Strategy After AF Ablation,NOT_YET_RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT07496281,f7511faaa05dbe50ef1527a3fbf8fffeb09dffc8ab70fcaa49f337d1a7ae6607,agent_prereview_only,
RET-A1-CTGOV-NCT02256813,REC-CTGOV-NCT02256813,A1,NCT02256813,"Study to Evaluate the Effect of Multiple Doses of BIRT 2584 XX Tablets on the Pharmacokinetic Parameters of Warfarin, Omeprazole, Caffeine, and Dextromethorphan in Healthy Male Volunteers",COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,warfarin,vitamin k1,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02256813,a6c5cf3adc1bb929a3dc73d979c9dde8c6e1a4fbe14ef5b9d1b0194c8cd81e31,agent_prereview_only,
RET-A1-CTGOV-NCT03566303,REC-CTGOV-NCT03566303,A1,NCT03566303,Rivaroxaban vs Warfarin in Patients With Metallic Prosthesis,TERMINATED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,bleeding,known_query_lexical_risk|inactive_or_stopped,https://clinicaltrials.gov/study/NCT03566303,5c94ec279e677c36b78e1ad4c671b4f1ea4b9be98009ec81c4403ba4deb5a52c,agent_prereview_only,
RET-A1-CTGOV-NCT03129490,REC-CTGOV-NCT03129490,A1,NCT03129490,The Danish Non-vitamin K Antagonist Oral Anticoagulation Study in Patients With Atrial Fibrillation,ACTIVE_NOT_RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT03129490,a29d45df443844693721d26bd92c7910be2feab50fa991b772816aaaf393bdcc,agent_prereview_only,
RET-A1-CTGOV-NCT02723981,REC-CTGOV-NCT02723981,A1,NCT02723981,COMBO-Stent in Patients on Chronic Anticoagulant Therapy (COSTA) COSTA-Bleed and COSTA-Outcome Trials,WITHDRAWN,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk|inactive_or_stopped,https://clinicaltrials.gov/study/NCT02723981,2dbdc518f4257b71b4c57974c3792bacd5c82e8e2fc8e04b37242c1b7babeb61,agent_prereview_only,
RET-A1-CTGOV-NCT05609500,REC-CTGOV-NCT05609500,A1,NCT05609500,Warfarin Dosage Adjustment Model Analysis Study,UNKNOWN,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT05609500,f5c13d7db9f91294003e376fdd3de5cf715c5cb3d496e08261a70997724fd9d2,agent_prereview_only,
RET-A1-CTGOV-NCT02823093,REC-CTGOV-NCT02823093,A1,NCT02823093,Aortic Calcification and Vitamin K Antagonists,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02823093,b687a0573b238331f9adf6a5d8237b6e0ae713e0fa4011a4edaf5f729a03fc4f,agent_prereview_only,
RET-A1-CTGOV-NCT06823466,REC-CTGOV-NCT06823466,A1,NCT06823466,Advancing Knowledge in Ischemic Stroke Patients on Oral Anticoagulants,RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT06823466,3d14c37cc7164f864ac2fd77e8021cd41d4d8f34d23004196b3503e65c8db5a9,agent_prereview_only,
RET-A1-CTGOV-NCT04284839,REC-CTGOV-NCT04284839,A1,NCT04284839,The Direct Oral Anticoagulation Versus Vitamin K Antagonist After Cardiac Surgery Trial,RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,bleeding,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT04284839,46ec6513c02320020f1def3c563dd137f37c589464193d963ef0fbacb41545fe,agent_prereview_only,
RET-A1-CTGOV-NCT04505475,REC-CTGOV-NCT04505475,A1,NCT04505475,Oral Surgery in Patients Taking Direct Oral Anticoagulants,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,bleeding,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT04505475,3b1743954285fe9ca7af19fa32f942d944ec6002769fb08421c3be3bf3fa7e65,agent_prereview_only,
RET-A1-CTGOV-NCT03129555,REC-CTGOV-NCT03129555,A1,NCT03129555,The Danish Non-vitamin K Antagonist Oral Anticoagulation Study in Patients With Venous Thromboembolism (DANNOAC-VTE),ACTIVE_NOT_RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,thrombosis,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT03129555,bc773981673691623b700cffed98534ba8ea6c49de9573a2145845b9f73a1f5f,agent_prereview_only,
RET-A2-CTGOV-NCT01198275,REC-CTGOV-NCT01198275,A2,NCT01198275,n-3 Polyunsaturated Fatty Acids (PUFAs) in the Prevention of Atrial Fibrillation,COMPLETED,likely_exclude_needs_validation,질문별 노출·결과 구조화 신호가 없지만 사람 검토 전에는 제외로 확정하지 않습니다.,,,,,https://clinicaltrials.gov/study/NCT01198275,4ba452284051435cd92ae442d42ddc509f14dec37edafcea000994b0109c4eba,agent_prereview_only,
RET-A2-CTGOV-NCT03017001,REC-CTGOV-NCT03017001,A2,NCT03017001,Preoperative Carbohydrate Load and Intraoperative w3-PUFA in CAGB Surgery,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,omega 3|omega-3,,,https://clinicaltrials.gov/study/NCT03017001,3e1e09a5f1e9333533c9c895a85ead2e857b7a1bed77a687fc830d9e14de2752,agent_prereview_only,
RET-A2-CTGOV-NCT00970489,REC-CTGOV-NCT00970489,A2,NCT00970489,Omega-3 Fatty Acids for Prevention of Post-Operative Atrial Fibrillation,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,omega 3|omega-3,,,https://clinicaltrials.gov/study/NCT00970489,d8128988570aba09b67ec66df7678974bc9c5c32137df4b7d8bb41ef2e266622,agent_prereview_only,
RET-A2-CTGOV-NCT00402363,REC-CTGOV-NCT00402363,A2,NCT00402363,"Evaluation of Efficacy and Safety of Lovaza (Omega-3-Acid Ethyl Esters) in Recurrent, Symptomatic Atrial Fibrillation",COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,omega 3|omega-3,safety,,https://clinicaltrials.gov/study/NCT00402363,106fab1af05e8e73f0e01879f5e56078f7f8f14f67ed2510d922dd7a14f7dafe,agent_prereview_only,
RET-A2-CTGOV-NCT00791089,REC-CTGOV-NCT00791089,A2,NCT00791089,Effects of Fish Oil on Post Ablation Arrhythmias,TERMINATED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,omega 3|omega-3|fish oil,,inactive_or_stopped,https://clinicaltrials.gov/study/NCT00791089,351098afc371939fe0dc66e9623d4f933c490f7434b1e10c340c8c79d4629ffe,agent_prereview_only,
RET-A2-CTGOV-NCT00841451,REC-CTGOV-NCT00841451,A2,NCT00841451,Pulmonary Vein Isolation Outcomes With Fish Oils,NO_LONGER_AVAILABLE,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,eicosapentaenoic|docosahexaenoic|epa|dha,,,https://clinicaltrials.gov/study/NCT00841451,8a049b761453f0b215472b650df3e3ad922b4eb44c7683889ba8e6e304d3ccab,agent_prereview_only,
RET-A2-CTGOV-NCT05961865,REC-CTGOV-NCT05961865,A2,NCT05961865,Change in Inflammatory State in Patients Undergoing Transcatheter Ablation of Atrial Fibrillation,RECRUITING,likely_exclude_needs_validation,질문별 노출·결과 구조화 신호가 없지만 사람 검토 전에는 제외로 확정하지 않습니다.,,,,,https://clinicaltrials.gov/study/NCT05961865,a6a06803c01584907b155fc884cbb73a258a290052cf230d0e7e9c98c6f06efb,agent_prereview_only,
RET-A2-CTGOV-NCT00446966,REC-CTGOV-NCT00446966,A2,NCT00446966,Fish Oil for Reduction of Atrial Fibrillation After Cardiac Surgery,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,fish oil,,,https://clinicaltrials.gov/study/NCT00446966,5698961f49b3a000ec0afe37cac99bd3abc1069d1014bd36b75b322e0b22a4cf,agent_prereview_only,
RET-A2-CTGOV-NCT06279793,REC-CTGOV-NCT06279793,A2,NCT06279793,Intravenous Fish Oil Based Lipid Emulsion to Enhance Recovery in High-Risk Cardiac Surgery Patients,RECRUITING,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,fish oil,,,https://clinicaltrials.gov/study/NCT06279793,e196e709ccd865c1aa2ec1403f1e1d0361d9673fa344c2c0b584409e0a781e1b,agent_prereview_only,
RET-A2-CTGOV-NCT01175330,REC-CTGOV-NCT01175330,A2,NCT01175330,Omega 3 Fatty Acid Efficiency for Prevention of Atrial Fibrillation After Coronary Artery Bypass Grafting,TERMINATED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,omega 3|omega-3|fish oil,,inactive_or_stopped,https://clinicaltrials.gov/study/NCT01175330,aab248fe79b4329582bda3eb247fada65e44a3da59fd27e69167dc61d403c094,agent_prereview_only,
RET-A2-CTGOV-NCT03078738,REC-CTGOV-NCT03078738,A2,NCT03078738,Safety and Pharmacokinetic Study of OMT-28 in Healthy Subjects,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,safety,,https://clinicaltrials.gov/study/NCT03078738,94a7311beca9344caf6f34d96d973922fcbee167778aa22e71580277d0dd91fc,agent_prereview_only,
RET-A2-CTGOV-NCT00232245,REC-CTGOV-NCT00232245,A2,NCT00232245,Use of Fish Oils to Reduce the Frequency and Duration of Episodes of Atrial Fibrillation in Patients With Paroxysmal Atrial Fibrillation.,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,fish oil,,,https://clinicaltrials.gov/study/NCT00232245,ca81d82d081fa26f3a9378ac55e0d892a2c0190099d8b07458166c369190bf3a,agent_prereview_only,
RET-A2-CTGOV-NCT01841944,REC-CTGOV-NCT01841944,A2,NCT01841944,Omega-3 Fatty Acids in Elderly Patients With Acute Myocardial Infarction,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,omega 3|omega-3,,,https://clinicaltrials.gov/study/NCT01841944,cd54d92de9ebb0894445fd4ecfbe3cc53593ff7c6709889b927281f3a30c0a7b,agent_prereview_only,
RET-A2-CTGOV-NCT00692718,REC-CTGOV-NCT00692718,A2,NCT00692718,N-3 Fatty Acids for the Prevention of Atrial Fibrillation in Patients With Acute Heart Failure,UNKNOWN,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,eicosapentaenoic,,,https://clinicaltrials.gov/study/NCT00692718,d5add54a5970d59114dafe297a7244b4113f0c717aafc5f6645a1c34054d76ce,agent_prereview_only,
RET-A2-CTGOV-NCT01259284,REC-CTGOV-NCT01259284,A2,NCT01259284,Fish Oil Versus Statins Versus Placebos in Reducing Atrial Fibrillation in Patients Undergoing Thoracic Surgery for Lung Cancer,TERMINATED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,fish oil,,inactive_or_stopped,https://clinicaltrials.gov/study/NCT01259284,3f602a2a09ed6e7564c3212551ca65812895c4d05ce4d79bfb8569a5bab14726,agent_prereview_only,
RET-A2-CTGOV-NCT01235130,REC-CTGOV-NCT01235130,A2,NCT01235130,Multi_center Study to Evaluate the Effect of N-3 Fatty Acids (OMEGA-3) on Arrhythmia Recurrence in Atrial Fibrillation,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,omega 3|omega-3,,,https://clinicaltrials.gov/study/NCT01235130,b58c15988fd7dd2da5ac599fd95878c97c14dbc66d01798f7a321913d07ae993,agent_prereview_only,
RET-A2-CTGOV-NCT00597220,REC-CTGOV-NCT00597220,A2,NCT00597220,Randomized Trial to Assess Efficacy of PUFA for the Maintenance of Sinus Rhythm in Persistent Atrial Fibrillation,UNKNOWN,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,omega 3|omega-3,,,https://clinicaltrials.gov/study/NCT00597220,3136ef3d2beecae58033265b2189abfb3d42f1f828b6f7a592f4fa258e4d5f56,agent_prereview_only,
RET-A2-CTGOV-NCT00232232,REC-CTGOV-NCT00232232,A2,NCT00232232,Use of Fish Oils to Prevent Atrial Mechanical Stunning and Atrial Remodeling Due to Atrial Arrhythmia,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,fish oil,,,https://clinicaltrials.gov/study/NCT00232232,b451c7a323135ffa7501a99dcba32fa67fadd9af66a96a39d8b4dad3e426d6a5,agent_prereview_only,
RET-A2-CTGOV-NCT00410020,REC-CTGOV-NCT00410020,A2,NCT00410020,Arrhythmia Prevention With an Alpha-Linolenic Enriched Diet,COMPLETED,likely_exclude_needs_validation,질문별 노출·결과 구조화 신호가 없지만 사람 검토 전에는 제외로 확정하지 않습니다.,,,,,https://clinicaltrials.gov/study/NCT00410020,9b1d71890435f257350cd39aad25cbc1eef99d38d6ea9da3dab55fcd24465f6c,agent_prereview_only,
