record_id,pmid,question_id,title,priority_tier,priority_reason,core_candidate,study_design_signal,dose_observed,dose_extracted,public_fulltext_locator,evidence_locator,duplicate_cluster_ids,source_record_sha256,decision_authority,human_eligibility_decision,rob_completed,grade_completed,systematic_review_inclusion_claim
REC-PUBMED-34665284,34665284,A1,[Perioperative management of platelet function and anticoagulation in geriatric patients].,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: In cardiovascular diseases with antiplatelet medication, the preoperative risk-benefit assessment for most operations leads to the continuation of previous platelet aggregation inhibitor monotherapy; however, if there is a high risk of cardiovascular thromboembolism with dual platelet inhibition, the individual perioperative medication should be closely coordinated with a geriatrician or cardiologist.In most cases, the intake of vitamin K antagonists (VKA) can be preoperatively interrupted.",,c68224d3c37dcdfbf995305616b7a74ef0d9a8e4235083dcb7d7047d79556416,agent_research_prioritization_only,,false,false,false
REC-PUBMED-34796718,34796718,A1,Shifting the Paradigm: A Population Health Approach to the Management of Direct Oral Anticoagulants.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9075229/,"ABSTRACT: Over the past decade, direct oral anticoagulants (DOACs) have contributed to a major paradigm shift in thrombosis management, replacing vitamin K antagonists as the most commonly prescribed anticoagulants in many countries.",,efce290930291f38b1814f681628c5aadc64c0e3e6a32a1eaaa6c01e8b9b9af4,agent_research_prioritization_only,,false,false,false
REC-PUBMED-34821203,34821203,A1,Prevalence and predictors of left atrial thrombosis in atrial fibrillation patients treated with non-vitamin K antagonist oral anticoagulants.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,ABSTRACT: Prevalence and predictors of left atrial thrombosis in atrial fibrillation patients treated with non-vitamin K antagonist oral anticoagulants.. | BACKGROUND: Few data are available regarding the prevalence of left atrium (LA) thrombi in atrial fibrillation (AF) patients treated with non-vitamin K antagonist oral anticoagulants (NOACs).,,9f228a82bffa7b65c3e176cac40f2f1b2f26c4f29edd8c54b62d3e8f172e07bf,agent_research_prioritization_only,,false,false,false
REC-PUBMED-34822108,34822108,A1,"Anti-Xa Levels in Morbidly Obese Patients Using Apixaban or Rivaroxaban, Before and After Bariatric Surgery.",tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: BACKGROUND: Despite limited evidence about the efficacy and safety of anticoagulation in patients post bariatric surgery, both vitamin K antagonists (VKA) and direct-acting oral anticoagulants (DOACs) are commonly prescribed.",,577f221e877fd7ede0a9defd29fa278b18f6065993b44abcc5abe33e7276a7ac,agent_research_prioritization_only,,false,false,false
REC-PUBMED-34850288,34850288,A1,Are oral anticoagulants a risk factor for mild traumatic brain injury progression? A single-center experience focused on of direct oral anticoagulants and vitamin K antagonists.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: A single-center experience focused on of direct oral anticoagulants and vitamin K antagonists.. | Given the discrepancies between guidelines, the aim of the present study was to quantify the association between oral anticoagulant therapy (either vitamin K antagonist (VKA) or direct oral anticoagulant (DOAC)) and the post-traumatic intracranial hemorrhage worsening compared to admission CT scan.",,7a0f8032fb378e07d374707c2aacf549243eaac9280044092a2975b051f92df8,agent_research_prioritization_only,,false,false,false
REC-PUBMED-34879420,34879420,A1,Anticoagulation Therapy in Cancer Patients with Thrombosis in the Outpatient Sector of Germany (The CERTIFICAT Initiative)-German Practice of Anticoagulation Therapy of Cancer Patients with Thrombosis.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: And 57% of patients were anticoagulated predominantly (>50% of the time) with different low-molecular-weight heparins (LMWHs), 24% predominantly with vitamin K antagonists (VKAs), and 17% with direct oral anticoagulants (DOACs).",,3d336014cf068ad8231a0c2cae07e95d115c703a850f94d36842be7709c70416,agent_research_prioritization_only,,false,false,false
REC-PUBMED-34883097,34883097,A1,The role of triple antithrombotic therapy in patients with atrial fibrillation undergoing percutaneous coronary intervention.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: In the one trial that directly compared warfarin with a non-vitamin K antagonist oral anticoagulant (NOAC), apixaban reduced the rate of major or clinically relevant non-major bleeding compared with warfarin and was non-inferior with respect to prevention of ischemic events.",,1d4b1324106d15974665642bab8d5e1847cdd1e7843a67e188afccc37fdf10cd,agent_research_prioritization_only,,false,false,false
REC-PUBMED-34894638,34894638,A1,Factor Xa Inhibitors for Patients after Mechanical Heart Valve Replacement?,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: Currently, vitamin K antagonists (VKA) are the only approved class of oral anticoagulants, but relevant interactions and side effects lead to a large number of patients not achieving the optimal therapeutic target international normalized ration (INR).",,bd5f78cff0e8081d15d1882457df6c731907e26e86527f391dc151af717e167a,agent_research_prioritization_only,,false,false,false
REC-PUBMED-3494470,3494470,A1,The placental transport of [3H]vitamin K1 in rats.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: In spite of the low placental transfer of vitamin K, we found no accumulation of coagulation factor precursors in the fetal rat liver microsomes as could be expected in vitamin K deficiency.",,1a436231d96c4e0cec5100abbaa23e5750f0be02e20bd8bfc760689e9a6da2bb,agent_research_prioritization_only,,false,false,false
REC-PUBMED-34982455,34982455,A1,Warfarin adherence and anticoagulation control in atrial fibrillation patients: a systematic review.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: Most AF patients should be managed with long-term anticoagulation, either with vitamin K antagonists such as warfarin or new oral anticoagulants (NOACs).",,4800ec340c72bf4b9e4c3a123e2f8507a6ab85ae7258bb9a1a8d1fa944671b03,agent_research_prioritization_only,,false,false,false
REC-PUBMED-3499071,3499071,A1,Association of congenital deficiency of multiple vitamin K-dependent coagulation factors and the phenotype of the warfarin embryopathy: clues to the mechanism of teratogenicity of coumarin derivatives.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC1684308/,"ABSTRACT: Association of congenital deficiency of multiple vitamin K-dependent coagulation factors and the phenotype of the warfarin embryopathy: clues to the mechanism of teratogenicity of coumarin derivatives.. | We have evaluated a boy who had excessive bleeding and bruising from birth and showed markedly prolonged prothrombin times, partially correctable by oral vitamin K administration.",,208a0431057550c5828372aacc53e2df309ec22ce82fa93c97bc8fc6bc9bd810,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35027138,35027138,A1,Incidence and Predictors of Bleeding in Patients With Cancer and Atrial Fibrillation.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: However, only anticoagulation with vitamin K antagonist (sHR 1.36, 95% CI 1.03 to 1.78, p = 0.026), not with direct oral anticoagulants (sHR 1.25, 95% CI 0.84 to 1.85, p = 0.270), was associated with bleeding. | Anticoagulation with vitamin K antagonist but not with direct oral anticoagulants, was an independent predictor of bleeding in patients with cancer.",,be1e034e20fa0ae9b57a37a4131e6e0f422d1759501f082f6d7f227430158192,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35049019,35049019,A1,Real-life experience of edoxaban treatment for venous thromboembolism (VTE)/pulmonary embolism (PE) in patients with isolated positive Lupus Anticoagulant (LAC) during the COVID-19 pandemic lockdown in Italy.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: OBJECTIVE: Direct-acting oral anticoagulants (DOACs) have established indications, according to recent guidelines for the treatment and prevention of venous thromboembolism (VTE), including pulmonary embolism (PE), with a safer profile compared to vitamin K antagonist (VKA) in terms of a lower risk for major bleeding and no need of blood coagulation tests.",,3e899ee7d1bd2225ddb7e4489c61658b75c7cbb575296f8588fed985a5967985,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35060062,35060062,A1,Systematic review and meta-analysis of randomized controlled trials on safety and effectiveness of oral anticoagulants for atrial fibrillation in older people.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: A meta-analysis of prospective, randomized controlled trials on novel oral anticoagulants (NOACs) versus warfarin, as most commonly used vitamin K antagonists (VKAs), was done to evaluate their effect on stroke risk and bleeding complications in nonvalvular atrial fibrillation (AF) patients.",,8e0308930499d50c525cad31dea56715c116e6e4fc92358d55716860fe26ad23,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35080357,35080357,A1,Direct oral anticoagulants versus vitamin K antagonists in the treatment of left ventricular thrombosis: a systematic review and meta-analysis.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,ABSTRACT: Direct oral anticoagulants versus vitamin K antagonists in the treatment of left ventricular thrombosis: a systematic review and meta-analysis..,,3cd9852ee4d4e49e29132d3db94d2c0d0d235c409fd7278d7d7019330df94a7e,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35086339,35086339,A1,Severity of gastrointestinal bleeding is similar between patients receiving direct oral anticoagulants or vitamin K antagonists.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,ABSTRACT: Severity of gastrointestinal bleeding is similar between patients receiving direct oral anticoagulants or vitamin K antagonists..,,c5b7524abef2aacd358677c5f35d8194e63c88b766fa86cd2a64252b7d7b6a5a,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35092194,35092194,A1,Bleeding risk in patients with atrial fibrillation treated with combined anti-platelet and non-vitamin K antagonist oral anticoagulant therapy.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,ABSTRACT: Bleeding risk in patients with atrial fibrillation treated with combined anti-platelet and non-vitamin K antagonist oral anticoagulant therapy.. | BACKGROUND: The use of non-vitamin K antagonist oral anticoagulants (NOACs) in patients with non-valvular atrial fibrillation (AF) has been increasing.,,f2f9172b7647c73e63fe9512ce091295a6e293eb8955fa4fb4888b6a50a076f1,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35109829,35109829,A1,Population-based study of long-term anticoagulation for treatment and secondary prophylaxis of venous thromboembolism in men with prostate cancer in Sweden.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8809008/,"ABSTRACT: RESULTS: The outpatient anticoagulation prescribed was parenteral (64%), direct oral anticoagulant (31%), and vitamin K antagonist (20%).",,ba21d61dd5a42cc741d65ea725e206280e7b0d57d55acc974428b243eecfcf40,agent_research_prioritization_only,,false,false,false
REC-PUBMED-3511097,3511097,A1,Relationship between protein C antigen and anticoagulant activity during oral anticoagulation and in selected disease states.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC423361/,"ABSTRACT: Protein C is a natural vitamin K-dependent plasma anticoagulant, deficiencies of which have been found in patients with recurrent thrombosis and warfarin-induced skin necrosis.",,c1a8e4be3e9078e8fd35a86537f9d397be93da40fb492dad653ac10f613c050c,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35112242,35112242,A1,Is There a Role for Triple Therapy After ACS?,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,ABSTRACT: RECENT FINDINGS: The recently published trials of AF patients undergoing PCI have shown that combination of non-vitamin K oral anticoagulants (NOACs) with an antiplatelet agent is either superior or non-inferior to vitamin K antagonist (VKA) plus dual antiplatelet therapy (DAPT) in reducing bleeding complications with no difference in regard to thromboembolic events.,,cb883b9a8c4ee4632d943f564190034c8fbe311d1624ed427bc6d1de69074ab8,agent_research_prioritization_only,,false,false,false
REC-PUBMED-3513725,3513725,A1,Current concepts of warfarin therapy.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: The major risk of oral anticoagulant therapy, bleeding, is treated with vitamin K or plasma, depending on its severity.",,09f9cc17ab11edaed55eb0b945e71b4df8b5139ae80ca93a5a490d248f9e7a4f,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35149398,35149398,A1,Warfarin monitoring and interference by lupus anticoagulant in patients with antiphospholipid syndrome.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: INTRODUCTION: Patients with antiphospholipid syndrome (APS) receive vitamin K antagonists, which warrants international normalized ratio (INR) monitoring.",,93e3b016f0a30c2bb36796952d78112f060afccb99e0b7acca375111a0a90265,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35162472,35162472,A1,Safety and Efficacy of DOACs in Patients with Advanced and End-Stage Renal Disease.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8835601/,ABSTRACT: There are two groups of orally administered drugs to prevent thromboembolic events in patients with CKD who require anticoagulation: vitamin K antagonists (VKAs) and direct oral anticoagulants (DOACs).,,e92d2a80077ac234c6f01865ef91b054029e65ba58f03012b046fd98d2760c7a,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35166091,35166091,A1,Oral anticoagulants in fragile patients with percutaneous endoscopic gastrostomy and atrial fibrillation: the ORIGAMI pilot investigation.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: BACKGROUND: Extensive data support the superior safety without any trade-off in efficacy of direct oral anticoagulants (DOACs) compared to vitamin K antagonists (VKA) in patients with nonvalvular atrial fibrillation, deep venous thrombosis or pulmonary embolism.",,7b27d8d50fc100a7d8645d2d905005d7bc5a8f343d30b7a8fd5302135cafec61,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35192216,35192216,A1,Is implantable cardioverter defibrillator surgery in patients with an implanted left ventricular assist device safe under uninterrupted oral anticoagulation?,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: Since January 2015, 60 patients were operated under continued sufficient oral anticoagulation with a vitamin k antagonist (VKA group).",,374bfca549281b9458a09491d82fbf8fd6f229f7a013fcde5f69b7279ea133e4,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35292921,35292921,A1,Comparison of the Efficacy and Safety of Non-vitamin K Antagonist Oral Anticoagulants with Warfarin in Atrial Fibrillation Patients with a History of Bleeding: A Systematic Review and Meta-Analysis.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: Comparison of the Efficacy and Safety of Non-vitamin K Antagonist Oral Anticoagulants with Warfarin in Atrial Fibrillation Patients with a History of Bleeding: A Systematic Review and Meta-Analysis.. | However, oral anticoagulation may cause bleeding, and patients with AF and a history of bleeding were excluded from pivotal trials comparing non-vitamin K antagonist oral anticoagulants (NOACs) and warfarin.",,3146bd1c5ef6c216a65b2f25a9226aa28945a6193827be4ba7b1b766da6d46dd,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35296907,35296907,A1,Direct oral anticoagulants versus warfarin in nonvalvular atrial fibrillation patients with prior gastrointestinal bleeding: a network meta-analysis of real-world data.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,ABSTRACT: PURPOSE: The objective of present study was to compare the safety and efficacy of resuming direct-acting oral anticoagulants (DOACs) and vitamin K antagonists (VKAs) in patients with atrial fibrillation (AF) and prior gastrointestinal bleeding (GIB).,,6454a2b7866f9d31cb730ad3d471f83ab84abff9c3b174f8036523657acaff36,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35343515,35343515,A1,[Early detection of cancer after bleeding during oral anticoagulant therapy in patients with atrial fibrillation: a new perspective].,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: The use of direct oral anticoagulants is associated with a lower risk of bleeding compared to vitamin K antagonists, but in the presence of a cancer lesion the risk of bleeding is not inferior.",,8863744c58a3cdba24a0ca42e0e3b618cca0ecbcb0dd80c36e024df6068b8192,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35360925,35360925,A1,Real-world evidence comparing oral anticoagulants in non-valvular atrial fibrillation: a systematic review and network meta-analysis.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: Aim: To compare real-world effectiveness/safety of non-vitamin K antagonist oral anticoagulants and vitamin K antagonists among patients with non-valvular atrial fibrillation. | This study confirmed the effectiveness and safety of non-vitamin K antagonist oral anticoagulants for the treatment of non-valvular atrial fibrillation in real-world settings, consistent with clinical trial evidence.",,0607b74302cb9eb8b1e5944e946281e34df58e596a6c124d4e0b79c00bdcea0e,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35362089,35362089,A1,Efficacy and safety of the direct oral anti-coagulants in patients with cerebral vein thrombosis: A systematic review and meta-analysis.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,ABSTRACT: Vitamin K antagonists (VKAs) are the standard oral anti-coagulant treatment for patients with cerebral venous thrombosis (CVT).,,25be6d0272f7e5866a28be4fc824707e39c711a39972a13bd889ff43020bad60,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35377263,35377263,A1,Biopharmaceutics considerations for direct oral anticoagulants.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,ABSTRACT: Vitamin K antagonists (VKA) and direct oral anticoagulants (DOACs) have been clinically used in the treatment of coagulation disorders.,,74865933628776b6bfb113837eae1641ec67cf952f12d8078d955287d6c7f2bb,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35380415,35380415,A1,Conservative initial postoperative anticoagulation strategy after HeartMate 3 left ventricular assist device implantation.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9475015/,"ABSTRACT: early, full-dose anticoagulation with low-molecular weight heparin and overlapping vitamin K antagonist) was compared with a new conservative anticoagulation protocol (i.e.",,d6e727b53ccb690e4dc57bbf5b3695cc986b4fc812ac7ab624f1d8c1f60a4961,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35384000,35384000,A1,Impact of timing and dosing of four-factor prothrombin complex concentrate administration on outcomes in warfarin-associated intracranial hemorrhage.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: PATIENTS: Patients were included if they were ≥18 years of age, diagnosed with ICH, had an INR >1 due to warfarin use, and received both 4F-PCC and IV vitamin K for anticoagulation reversal. | Exclusion criteria included patients who were less than 18 years of age, were not currently taking warfarin, had a bleeding site other than ICH, were pregnant or incarcerated, had an inadequate medical record, had a left ventricular assist device, had known liver disease with Child-Pugh Class C, received anticoagulation with heparin therapy within 24 h of anticoagulation reversal, or did not receive vitamin K within 24 h of hospital admission.",,82ca68d12ebcde34efdbc28e15efa50bd34fcc7c225beb9654d0123a9950cd49,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35436607,35436607,A1,The non-vitamin K antagonist oral anticoagulants and heparin-induced prolongation of the activated coagulation time.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,ABSTRACT: The non-vitamin K antagonist oral anticoagulants and heparin-induced prolongation of the activated coagulation time.. | The effects of the non-vitamin K antagonist oral anticoagulants (NOACs) on the ACT and on ACT prolongation by UFH were not clearly established.,,ad248b7d08250561d9b9dc1a415cb17cf42b88afc78cfe2f398ec75d0e1e373f,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35470995,35470995,A1,"[Atrial fibrillation, oral anticoagulation and nephroprotection: caution or bravery?].",tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: Direct oral anticoagulants (DOACs) are currently contraindicated in patients with ESRD while vitamin K antagonists (VKAs) are characterized by a narrow therapeutic window, increased tissue calcification and an unfavorable risk/benefit ratio with low stroke prevention effect and augmented risk of major bleeding.",,ed251f40d40f085db449e523ad31e06916aeaa55f0921bcbc3f4414ad64ba0bf,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35510250,35510250,A1,"The Relationship Among Intestinal Bacteria, Vitamin K and Response of Vitamin K Antagonist: A Review of Evidence and Potential Mechanism.",tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9058076/,"ABSTRACT: The vitamin K antagonist is a commonly prescribed effective oral anticoagulant with a narrow therapeutic range, and the dose requirements for different patients varied greatly. | A combined use of the vitamin K antagonist and antibiotics may result in an increase in INR, thus elevating the risk of bleeding, while vitamin K supplementation can improve stability of anticoagulation for oral vitamin K antagonist treatment.",,d4b716f572f969bad260e247b062595103d71b11582ba961ea13cac4953a2b84,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35583186,35583186,A1,Apixaban vs. standard of care after transcatheter aortic valve implantation: the ATLANTIS trial.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: Standard-of-care patients received a vitamin K antagonist (VKA) (Stratum 1) or antiplatelet therapy (Stratum 2) if there was an indication for anticoagulation or not, respectively.",,93e7c32fd5822d2fe4d613bc1d213c4234d2c894db1c00af2553603afb4897dc,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35633124,35633124,A1,Recanalization rate of proximal deep venous thrombosis related to therapeutic modality during six months follow-up.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: Aim To evaluate the efficacy (rate of recanalization) of therapy with novel oral anticoagulants (NOAC; rivaroxaban, apixaban) compared to conventional treatment (low molecular weight heparin - LMWH and vitamin K antagonist) in the treatment of deep vein thrombosis (DVT) of the proximal segments of lower extremities.",,7425f228de3b56980b4583eb3b626fe55c69ef070068ca3b82fdebe1e8451cb7,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35656940,35656940,A1,"Impact of minor bleeds on confidence in anticoagulation therapy, adherence to treatment and quality of life in patients using a non-vitamin K antagonist oral anticoagulant for atrial fibrillation.",tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: Impact of minor bleeds on confidence in anticoagulation therapy, adherence to treatment and quality of life in patients using a non-vitamin K antagonist oral anticoagulant for atrial fibrillation..",,bc3aa42f8a2932a5548af2b14368c365a069719120e21812a5cf42f6b5a4933f,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35748323,35748323,A1,Structural and cellular basis of vitamin K antagonism.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: Vitamin K antagonists (VKAs), such as warfarin, are oral anticoagulants widely used to treat and prevent thromboembolic diseases. | Recent studies also revealed the mechanisms underlying warfarin resistance, warfarin dose variation, and antidoting by vitamin K.",,45aa862cccaebcf0fcce9fc9a3ac94cab8a437855773bb0e422cd3bfe8b8010c,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35763663,35763663,A1,Risk of bleeding with dental implant surgery in patients on anticoagulant or antiplatelet drugs: a systematic review and meta-analysis.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: Subgroup analysis depending on the type of OAC showed there was a non-significant tendency of increased risk of bleeding with Vitamin K antagonists (VKAs) (RR 3.42 95% CI 1.00, 11.67 I2 = 23% p = .05) but not with direct oral anticoagulants (DOACs) (RR 1.67 95% CI 0.49, 5.70 I2 = 0% p = .41).",,658a9ab08f94290e49e83c1dfb13e97966262ac9601501bcb75d4a26f0a88447,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35860888,35860888,A1,The Role of Non-Vitamin K Antagonist Oral Anticoagulants (NOACs) in Atrial Fibrillation: Treatment Management Based on Patient and Drug Characteristics.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: The Role of Non-Vitamin K Antagonist Oral Anticoagulants (NOACs) in Atrial Fibrillation: Treatment Management Based on Patient and Drug Characteristics.. | The aim of this article is to provide physicians with a compiled resource that focuses on the differences between non-vitamin K antagonist oral anticoagulants and heterogeneity of atrial fibrilla- tion patients by reviewing the global and national data from a multidisciplinary perspective and provide guidance on the choice of non-vitamin K antagonist oral anticoagulants in atrial fibrillation patients. | A gastroenterologist, 2 neurologists, and 11 cardiologists from university and training and research hospitals in Turkey who are experienced in atrial fibrillation and non-vitamin K antagonist oral anticoagulant treatments gathered in 3 separate meetings to identify the review topics and evaluate the outcomes of the systematic literature search.",,09b502ac802d0c36ac85ed65f88b405924cc66315c9d97b84e0e9668a616dc12,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35868355,35868355,A1,Elevated 8-isoprostane concentration is associated with thromboembolic events in patients with atrial fibrillation.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: Ischemic cerebrovascular events, major bleeding, and death were recorded during a median follow-up of 53 months while on anticoagulation, largely on non-vitamin K antagonist oral anticoagulants (NOACs).",,4c0ab0b652df1707b9e4858423d4591c9e08999e3a88622654abcea5fdbb70af,agent_research_prioritization_only,,false,false,false
REC-PUBMED-35869411,35869411,A1,Do Oral Factor Xa Inhibitors have a Role in Patients with Mechanical Heart Valves?,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,ABSTRACT: The vitamin K antagonist (VKA) warfarin is the only approved oral antithrombotic drug for patients with MHVs.,,830171f6f673f5d3f07a8ea25ff31761a4a59be433a40b1910e2f85b8f7cbe40,agent_research_prioritization_only,,false,false,false
